4.06894,2.50402,1.32424
4.07552,2.50139,1.32622
4.07223,2.50435,1.32589
4.07388,2.50336,1.32819
4.07322,2.49941,1.32753
4.06730,2.50007,1.32326
4.07157,2.49941,1.32490
4.06927,2.50237,1.32852
4.07223,2.50237,1.32918
4.07388,2.50171,1.32490
4.07486,2.50139,1.32523
4.07223,2.50533,1.32687
4.07190,2.49678,1.32622
4.07190,2.50171,1.32293
4.07190,2.50270,1.32424
4.07322,2.50073,1.32819
4.07124,2.50237,1.32655
4.07420,2.50237,1.32720
4.07684,2.50270,1.33115
4.07355,2.49908,1.32687
4.06927,2.50040,1.32424
4.07486,2.50106,1.32589
4.07519,2.50303,1.32556
4.07256,2.50303,1.32490
4.06993,2.50467,1.33016
4.07157,2.50007,1.32391
4.07289,2.50467,1.32753
4.07519,2.50303,1.32720
4.07453,2.50402,1.32391
4.07190,2.50007,1.32424
4.06927,2.50336,1.32589
4.06894,2.50139,1.32424
4.07815,2.50500,1.32622
4.07815,2.50599,1.32523
4.07289,2.50764,1.32556
4.07059,2.50632,1.32490
4.07124,2.49711,1.32490
4.07322,2.50467,1.32457
4.07947,2.50467,1.32753
4.07848,2.50204,1.32753
4.07289,2.50467,1.32556
4.07453,2.50237,1.32523
4.07124,2.50171,1.32622
4.07322,2.49875,1.32391
4.06861,2.49843,1.32819
4.07289,2.50467,1.32753
4.07453,2.50336,1.32819
4.07552,2.50566,1.32786
4.06927,2.50040,1.33049
4.07519,2.50073,1.32786
4.07420,2.50204,1.33181
4.07453,2.50698,1.32918
4.06795,2.50073,1.32720
4.07223,2.50303,1.32819
4.07157,2.50139,1.32720
4.07026,2.50566,1.33049
4.07618,2.49974,1.33115
4.07190,2.50237,1.32885
4.06763,2.50533,1.32951
4.06861,2.50402,1.32687
4.06828,2.50007,1.33773
4.07124,2.50303,1.33247
4.07322,2.50369,1.33181
4.07420,2.50106,1.33477
4.07223,2.50336,1.33279
4.07289,2.50303,1.33082
4.07223,2.50336,1.32918
4.07026,2.50599,1.32852
4.07190,2.50336,1.32885
4.07453,2.50204,1.33247
4.06828,2.50237,1.33214
4.07420,2.49875,1.32951
4.06993,2.50467,1.33016
4.06993,2.50402,1.33444
4.07388,2.50073,1.33247
4.07716,2.49448,1.33214
4.06664,2.50171,1.33444
4.07420,2.50139,1.33345
4.07026,2.50106,1.33345
4.06894,2.50303,1.33444
4.07289,2.50566,1.33444
4.07223,2.50698,1.33444
4.07322,2.50566,1.33181
4.07355,2.50073,1.33016
4.07092,2.50533,1.33378
4.07453,2.50533,1.33247
4.07190,2.50599,1.33181
4.07223,2.50270,1.33049
4.06927,2.49908,1.33016
4.07388,2.50336,1.33411
4.06861,2.50599,1.33312
4.07552,2.50402,1.33641
4.06927,2.50139,1.33214
4.07059,2.50435,1.33543
4.07190,2.49908,1.33049
4.06960,2.50073,1.33279
4.07092,2.50303,1.32951
4.07092,2.50665,1.33477
4.06927,2.49875,1.33214
4.07519,2.50204,1.33575
4.07322,2.50303,1.33312
4.07190,2.50007,1.33378
4.07190,2.49612,1.33115
4.07486,2.50336,1.33082
4.07223,2.50204,1.33312
