Date	Alpha	P0	h1	mv	T	gamma	offset
Sep08,2026+1-02-38PM	4.905701096666569	0.004530771354088872	-0.007267996051120494	0.0015926685821276215	2.5456830096488403	40.13078556000038	0.0022873004957053348	2.801323070515887
Sep08,2026+1-11-39PM	4.8891257901323675	0.004534451579141551	-0.004203006707552033	0.0012386326011715033	2.546017399535593	40.099290790033606	0.0022873004958111195	2.797083118372392
Sep08,2026+1-20-41PM	4.914637486580596	0.00452993461493134	-0.005237745160635456	0.0012705120851397717	2.544728894956829	40.10184855620402	0.0022873004959054013	2.797686156604939
Sep08,2026+1-28-47PM	4.893431121974092	0.00453153625702051	-0.005351696721306102	0.0011654218474239416	2.5457610445907193	40.1545303601155	0.00228730049570254	2.8005511126320752
Sep08,2026+1-36-23PM	4.902945753683678	0.004532035467568232	-0.005805047271082407	0.0015723033455770047	2.545280415617463	40.140912440073485	0.0022873004957374562	2.79691032515571
Sep08,2026+1-44-49PM	4.904806564869463	0.004524137671753187	-0.006798481635444079	0.0015664972667086658	2.5457845133288663	40.131761140020835	0.002287300495701433	2.7958116282333085
Sep08,2026+1-53-10PM	4.895010770557506	0.004524570854116154	-0.004852140312966167	0.0012457707821316064	2.5458032009184683	40.176511371342016	0.0022873004993168443	2.7932811709886716
Sep08,2026+10-28-31AM	4.83807981523712	0.004521185891028839	-0.007321674044676324	0.0016313640119405726	2.295187597187452	40.43048962329117	0.002287314910070871	2.7959976723646163
Sep08,2026+10-36-20AM	4.847339167852951	0.004505911973917536	-0.007496421654682831	0.0015454511570523232	2.2954269154598563	39.73574930000083	0.0022873004957041005	2.7883553663739096
Sep08,2026+12-24-01PM	4.910400694858164	0.004534627053725683	-0.0053302054223119955	0.0011977179890026723	2.5453411158622523	40.069731160012985	0.0022873004957168225	2.801925070502659
Sep08,2026+12-31-52PM	4.898120308995469	0.004529295280504824	-0.005380302344981117	0.0012798386668372254	2.5455374786537215	40.09122759003179	0.00228730049578756	2.7976827434217633
Sep08,2026+12-39-38PM	4.915358420567784	0.004534637252105971	-0.004368858719272725	0.0010280090955393558	2.5463145716482716	40.117853770011116	0.002287300495701408	2.8007068388186296
Sep08,2026+12-54-50PM	4.923157029157396	0.004537192178605221	-0.004638279080783328	0.001248309953150972	2.544619193472619	40.87254138582316	0.0022873037984669216	2.80021730912311
Sep08,2026+2-00-49PM	4.91116038737722	0.004521709214425943	-0.004954111419458349	0.0012009834571129335	2.545449986338943	40.13845550009266	0.0022873004957015323	2.7925110762961767
Sep08,2026+2-11-03PM	4.913203541004008	0.004522050870617418	-0.005232675858942356	0.0012487925438732389	2.545959692158155	40.181434174492416	0.0022873004962306004	2.79309764265398
Sep08,2026+9-12-16AM	4.8573918687194615	0.004527552716753433	-0.009581589812668361	0.002035955277262225	2.4961197124202665	39.63888686000026	0.002287300495701423	2.8020609671863848
Sep08,2026+9-20-11AM	4.864518572476719	0.004526679329624356	-0.008637620189657929	0.0016282390949220154	2.5452841695607153	39.62800179416274	0.002287300495753596	2.8033777319783653
Sep08,2026+9-31-19AM	4.859056743672313	0.0045387347738505175	-0.007360471428308626	0.0017036160557791858	2.4944337676501247	39.62746619375967	0.002287300495712256	2.8052944892329585
Sep08,2026+9-39-26AM	4.8329715305282726	0.004532751220506197	-0.00815235213425368	0.001709283147045515	2.5453426642013266	39.63264672000389	0.002287300495701448	2.8041956335446465
Sep08,2026+9-48-17AM	4.884835112037592	0.00453689945123661	-0.0062931423616763025	0.001354376131295876	2.5450257121258053	40.4987941321055	0.0022873004968540175	2.804744461147202
Sep08,2026+9-58-50AM	4.861767055874816	0.004535215320714957	-0.005379924276042152	0.0012205247993994368	2.5449537907042536	40.99670166467187	0.002287300495701954	2.8021639348653506
