5.31878,5.31549,5.31780,5.31714,5.31648,3.27299,3.27332,3.26970,3.27135,3.27760,1.66038,1.65808,1.65907,1.65643,1.65775,-49.51087,-4014.00000
5.31714,5.32174,5.31681,5.31648,5.31911,3.27102,3.27760,3.27201,3.27793,3.27003,1.65874,1.66038,1.65808,1.65742,1.66071,-49.37769,-4013.00000
5.31681,5.31911,5.31648,5.32372,5.32076,3.27530,3.27135,3.27530,3.27464,3.27234,1.65907,1.65874,1.65841,1.65841,1.65841,-54.38808,-4012.00000
5.31516,5.31484,5.32010,5.31451,5.32141,3.27694,3.27003,3.27431,3.27365,3.27299,1.66400,1.66137,1.65512,1.66400,1.66038,-49.12940,-4011.00000
5.32306,5.32207,5.32437,5.31582,5.32010,3.27036,3.27299,3.27332,3.27562,3.27464,1.65742,1.66235,1.66268,1.65972,1.65972,-48.95410,-4010.00000
5.31747,5.32076,5.32437,5.32043,5.31615,3.27924,3.27891,3.27826,3.27332,3.28122,1.66038,1.66137,1.66367,1.66005,1.66564,-48.95410,-4009.00000
5.32898,5.32503,5.32766,5.31878,5.32076,3.27990,3.27661,3.27858,3.27661,3.27826,1.66301,1.66400,1.66795,1.66203,1.66235,-49.19043,-4008.00000
5.32799,5.33128,5.32668,5.32536,5.32503,3.28122,3.28549,3.27760,3.28878,3.27826,1.66531,1.66005,1.66268,1.66203,1.66499,-48.82227,-4007.00000
5.32503,5.32766,5.32503,5.32996,5.32832,3.28352,3.28352,3.28483,3.28319,3.28319,1.67189,1.66663,1.66828,1.66433,1.66663,-48.82227,-4006.00000
5.33621,5.33391,5.33161,5.33029,5.33029,3.28023,3.28418,3.27891,3.28154,3.28714,1.66531,1.66466,1.66926,1.66696,1.66762,-48.82227,-4005.00000
5.33029,5.32865,5.32996,5.33687,5.33095,3.28418,3.28253,3.28352,3.28714,3.28483,1.66762,1.67058,1.66992,1.66795,1.67255,-49.30599,-4004.00000
5.33457,5.33523,5.32865,5.33325,5.33589,3.28418,3.28516,3.28648,3.28615,3.28549,1.66663,1.66795,1.66630,1.67058,1.66926,-49.30599,-4003.00000
5.33260,5.32931,5.33161,5.33161,5.33194,3.28516,3.28747,3.28615,3.28549,3.28220,1.66828,1.66959,1.66860,1.66795,1.66630,-49.21506,-4002.00000
5.33161,5.32865,5.33194,5.33161,5.33029,3.28253,3.28352,3.28286,3.28747,3.28615,1.66762,1.67650,1.66959,1.66696,1.66893,-49.21506,-4001.00000
5.33621,5.33687,5.33885,5.33687,5.32832,3.28845,3.28122,3.29010,3.28220,3.28483,1.67189,1.67222,1.67156,1.66926,1.67452,-49.73387,-4000.00000
5.33490,5.33358,5.33260,5.33292,5.33095,3.28549,3.28483,3.28154,3.27891,3.28319,1.66828,1.67189,1.67189,1.67354,1.67222,-49.73387,-3999.00000
5.33457,5.33523,5.33556,5.32865,5.32766,3.28023,3.28451,3.28451,3.28483,3.28648,1.67288,1.67321,1.66729,1.66959,1.67321,-49.62238,-3998.00000
5.33260,5.33490,5.32898,5.32996,5.32832,3.28154,3.28747,3.28220,3.28418,3.28451,1.67124,1.67222,1.66959,1.66959,1.66926,-49.62238,-3997.00000
5.32865,5.32437,5.33062,5.32931,5.32602,3.28154,3.28286,3.28352,3.28122,3.28089,1.66860,1.67025,1.66959,1.67124,1.67058,-49.82313,-3996.00000
5.32536,5.32536,5.32273,5.32733,5.32931,3.28122,3.28089,3.27595,3.28220,3.28089,1.67255,1.66860,1.66860,1.66729,1.66860,-49.82313,-3995.00000
5.32339,5.32503,5.32964,5.32898,5.33260,3.28385,3.28023,3.27990,3.28154,3.27760,1.66531,1.66696,1.66630,1.66696,1.67156,-49.65259,-3994.00000
5.32668,5.32306,5.32766,5.32832,5.32668,3.27924,3.28253,3.27924,3.27990,3.28089,1.66729,1.66696,1.67255,1.67124,1.66597,-49.65259,-3993.00000
5.32503,5.32668,5.32733,5.32602,5.32733,3.28977,3.28187,3.27793,3.27990,3.28451,1.66926,1.66992,1.66663,1.66926,1.66729,-49.90511,-3992.00000
5.32964,5.32668,5.32503,5.32141,5.32437,3.28615,3.27760,3.28483,3.27957,3.27924,1.66663,1.66433,1.66729,1.66663,1.66795,-49.90511,-3991.00000
5.33062,5.32865,5.32372,5.33095,5.32964,3.28023,3.28483,3.28385,3.27595,3.28056,1.66959,1.67058,1.66400,1.66564,1.66696,-50.10113,-3990.00000
5.32865,5.32668,5.32372,5.32602,5.32766,3.27760,3.28056,3.28286,3.28154,3.27793,1.66762,1.66795,1.66663,1.66433,1.66795,-50.10113,-3989.00000
5.32996,5.32766,5.33062,5.32964,5.32766,3.28253,3.28352,3.28516,3.28385,3.28154,1.66860,1.66795,1.66433,1.66268,1.66696,-50.04301,-3988.00000
5.32700,5.32931,5.33128,5.33457,5.33029,3.27891,3.28122,3.27858,3.28385,3.28418,1.66795,1.66334,1.66531,1.66663,1.66795,-50.04301,-3987.00000
5.33128,5.32503,5.32865,5.33292,5.32569,3.28154,3.27990,3.27924,3.28516,3.27826,1.66795,1.66729,1.66268,1.66203,1.66400,-50.47952,-3986.00000
5.32240,5.32865,5.32898,5.32602,5.33490,3.28352,3.28286,3.28352,3.28154,3.28056,1.65939,1.65611,1.65709,1.66038,1.65479,-50.47952,-3985.00000
5.32964,5.32865,5.32964,5.32799,5.33457,3.28122,3.28944,3.28352,3.27793,3.27990,1.65643,1.65643,1.65611,1.65742,1.66137,-50.34897,-3984.00000
