Date	Alpha	P0	h1	mv	T	gamma	offset
Jun15,2026+1-02-29PM	0.19746160960659065	1.5377912888207346	0.001031559778577038	-0.0001561776539432183	2.1645940909406844	39.942100280001064	0.0005785769343611009
Jun15,2026+1-13-12PM	0.20123530630662767	1.5385355536296075	0.0010545236320853404	-0.00016652063188563257	1.9153349314619958	41.072924313030406	0.0006113014533654114
Jun15,2026+1-36-30PM	0.19609449317179362	1.5405007726049507	0.0009273679503674605	-0.00011874971713173489	2.169323668964302	40.00265544123815	0.000642352716689972
Jun15,2026+1-46-31PM	0.19809551832138728	1.539669345683918	0.002042179997955885	-0.0002998779197402409	2.4120291075526734	40.01227884014423	0.0005785769343227626
Jun15,2026+10-04-19AM	0.19845180139427132	1.5339676669491926	0.0011615044472821536	-0.00016036216832798541	3.4110177921734435	39.724309930056265	0.0005785769343169568
Jun15,2026+10-12-20AM	0.20114408935894246	1.5346220840060234	0.0010431498708958241	-0.0001881948265520969	3.416828164092533	39.73512883000903	0.0005885500002921895
Jun15,2026+10-25-45AM	0.1987516565799956	1.535666883614736	0.0009313744435464617	-0.00010642660781229493	3.665558866246241	41.747996291939394	0.0011571023326206954
Jun15,2026+10-50-14AM	0.1998630595706905	1.5337717404011295	0.0012647561252456256	-0.0001723221714051275	3.6682085702620633	39.810490215675344	0.0006042374765798113
Jun15,2026+10-58-42AM	0.19941466362585003	1.5358679740365093	0.0013959983798063763	-0.00015959564927840115	3.66896121075964	39.93052797806453	0.0006423699606806875
Jun15,2026+11-08-42AM	0.19974551641855398	1.5346090710602749	0.0014927493609302725	-0.00018449133974484305	3.6655119298122463	39.83476103306591	0.0005791592345498177
Jun15,2026+11-17-24AM	0.19734425148694035	1.5344716795184092	0.0014116241007738745	-0.00016850117757017744	3.6624704973739894	39.84186700586191	0.0005826806591234115
Jun15,2026+11-26-17AM	0.2045174620044874	1.533094726083731	0.0021402896828220034	-0.0002635023231155998	3.665028053049768	41.841672725062026	0.0011379268085654867
Jun15,2026+11-58-16AM	0.20186014691704757	1.5372232915827981	0.0009825610644709586	-0.00017252086624610288	2.3785407229825895	41.88298725134776	0.0011571512453511872
Jun15,2026+12-08-35PM	0.19616147617243307	1.5322874450635042	0.002117475378635839	-0.0002443414456578491	3.67152643293711	39.87058466582137	0.0005796892047332795
Jun15,2026+12-16-36PM	0.20141708222610655	1.5336961223506307	0.002410396818329955	-0.0002876926540845726	3.6552137376980713	41.904495412673334	0.0011571501479792443
Jun15,2026+12-24-33PM	0.20570646230981393	1.5366709943476367	0.0020187683747615167	-0.0003360525866634555	2.665248894665765	41.924929079998456	0.001157153868588567
Jun15,2026+12-36-54PM	0.19843360649999608	1.5370372107757229	0.0008903077571663629	-0.0001916127804062485	2.166224645227686	39.91220314747924	0.0006268412192955841
Jun15,2026+12-46-50PM	0.19684836052329446	1.5368268713599211	0.0010306078163870782	-0.00015052661503213067	2.1660148890812896	39.92082571084393	0.0005989571834166924
Jun15,2026+12-54-40PM	0.1979721359271407	1.5379709700643798	0.0007885719920679591	-0.0001110968868995332	1.91620242568738	39.938061815198964	0.0005785771139715452
Jun15,2026+3-00-29PM	0.20120213118860875	1.54071283209849	0.0010283884032187111	-0.00014108550411155789	1.9136411567612275	40.14515492974744	0.0007923814970649441
Jun15,2026+3-08-45PM	0.19854017174952898	1.540656164683189	0.001072533351406654	-0.00016038297127661543	1.9176605052327063	40.084837720003705	0.0005785769343448941
Jun15,2026+3-27-25PM	0.20017070885951838	1.5404036386186684	0.0011070507301324556	-0.00015193379721210626	1.9280476320878817	42.012169051090865	0.0011531671710992633
Jun15,2026+3-37-57PM	0.19706209535145014	1.5410019101858041	0.0008765044353468621	-0.00011915407512325253	1.6737394929262042	40.126663572756755	0.0011129245891940802
Jun15,2026+4-17-50PM	0.20068296344573233	1.5389962904085144	0.0010686995005526096	-0.00014931440858981205	1.8779309840219205	42.130696649919436	0.0006950462595698777
Jun15,2026+4-25-51PM	0.19843356572069304	1.5396533094683873	0.0009688581184804435	-0.00012079806315470616	1.9181781030657028	40.15738442451749	0.0005830427245853208
Jun15,2026+4-33-55PM	0.19746491101406027	1.5396800422580705	0.0007718451975230909	-5.919517511944681e-05	1.66462072229951	41.81221388241913	0.00115645198841254
Jun15,2026+4-59-36PM	0.20169034899918636	1.5388815259606026	0.0012572905030283367	-0.00017376737329283094	2.160433229632256	42.193520033336206	0.0010565855095830017
Jun15,2026+9-28-53AM	0.20299557534608503	1.5328648223324703	0.0009437783436685494	-0.00011326935822371957	3.6643019976674878	41.64324790990984	0.0011546792524076612
Jun15,2026+9-38-11AM	0.19731634658855945	1.5325762315687617	0.0017362324286832123	-0.0002496106589768006	3.6262484863739064	39.65985449294499	0.0005815286015917263
Jun15,2026+9-48-22AM	0.1949942760621719	1.533113104516526	0.0011842158851595294	-0.0001471331328294775	3.415517883614428	39.649840540202526	0.0005785769343170835
Jun15,2026+9-56-18AM	0.19929121653023318	1.5324940105671663	0.0011971785146683458	-0.00014649688082538512	3.4180716322855016	40.64698956600078	0.0006159996765566845
