Date	Alpha	P0	h1	mv	T	gamma	offset
May28,2026+1-37-31PM	18.48153183049625	1.3031919580704656	-0.0042921585440595005	2.0462053616349	61.6670955107647	0.002287300496239509
May28,2026+2-22-26PM	18.346083770183306	1.3122695172225871	-0.0037175367167505274	2.046117509528453	61.456946870184034	0.002287300495701424
May28,2026+2-31-05PM	18.452491695077384	1.3016766002665596	-0.0037354248348611726	2.0456241561700215	61.43302949001307	0.002287300495701565
May28,2026+2-39-02PM	18.351915434355245	1.3119130137301034	-0.0034828361627909014	2.0455041592775562	61.43635174002641	0.0022873004957271485
May28,2026+2-47-24PM	18.33739703262094	1.3128410445517118	-0.003485870610882638	2.0451683508351413	62.44536175754381	0.0022873393531187467
May28,2026+2-55-44PM	18.232394257417216	1.312277248367411	-0.0036338642115214563	2.04525179459619	61.408496520227004	0.0022873004957104206
May28,2026+3-03-49PM	18.41507404186565	1.305712005061627	-0.003732645174485815	2.04408852470931	62.00331114822328	0.0022873005694846018
May28,2026+3-11-47PM	18.341941017083794	1.3106588550577538	-0.0031792386122048975	2.044791678303352	61.43193405164953	0.0022873004979132357
May28,2026+3-19-54PM	18.23702799663513	1.3074337516746646	-0.002394419640844685	2.043995355146209	61.39354185001255	0.002287300495707789
May28,2026+3-27-49PM	18.53124354654548	1.3091920024516073	-0.005527533583639449	2.044521136335975	61.429015190063105	0.002287300495812361
May28,2026+3-37-09PM	18.412716855394834	1.3018975921603033	-0.0034567594030971774	2.04491217795898	61.44050173008055	0.002287300495701876
May28,2026+3-59-05PM	18.492389875822695	1.3010498165304727	-0.004418815130249308	2.0428076803610122	61.43889934561583	0.0022873004957409885
May28,2026+4-16-31PM	18.515382021504028	1.2980546539443127	-0.004248984644798438	2.0435702886091587	63.427662512490976	0.002473782270172699
May28,2026+4-36-20PM	18.391192672959384	1.3116427902969174	-0.005492269093808231	2.044135985043164	63.454965499951456	0.0029038798973330514
May28,2026+5-15-31PM	18.55161231041986	1.3120297188042223	-0.003729597675775748	2.0439886422010516	61.45340163000172	0.0022873004995548076
May28,2026+5-23-41PM	18.39399020045006	1.3079214890741777	-0.003950083136978585	2.0440625322775503	61.46508043005159	0.002287300495717796
May28,2026+5-39-46PM	18.45003496907927	1.3191404278508134	-0.003085062424259805	2.043151004259183	61.436248848364855	0.0023277071530413943
May28,2026+6-01-12PM	18.408277105199055	1.3165790517313767	-0.0036603385518176415	2.0422330549182055	63.49161943420908	0.0026319330462526627
