3.85219,3.85450,3.85252,3.85351,3.85219,2.40370,2.40864,2.40107,2.40271,2.40568,1.16670,1.16341,1.16308,1.16209,1.16242,-52.10566,-4014.00000
3.85219,3.84726,3.84956,3.85482,3.84890,2.40600,2.40502,2.40074,2.40469,2.40502,1.16111,1.16538,1.16703,1.16341,1.16473,-52.10019,-4013.00000
3.85088,3.84956,3.85121,3.85121,3.84890,2.40206,2.40502,2.40074,2.40765,2.40140,1.16144,1.16670,1.16374,1.16407,1.16341,-52.09014,-4012.00000
3.84890,3.84956,3.84660,3.85088,3.84726,2.40140,2.40008,2.40271,2.40074,2.39975,1.16834,1.16308,1.15913,1.16473,1.16374,-52.09014,-4011.00000
3.84825,3.84858,3.84430,3.85022,3.85022,2.40239,2.40600,2.40666,2.40469,2.40074,1.16670,1.16900,1.16440,1.16111,1.16736,-52.08511,-4010.00000
3.85088,3.85022,3.85088,3.84825,3.85450,2.40140,2.40436,2.40337,2.40469,2.40107,1.16012,1.16308,1.16834,1.16440,1.16341,-52.08511,-4009.00000
3.84660,3.84496,3.84858,3.84956,3.85351,2.39877,2.39943,2.39844,2.39975,2.40600,1.16209,1.16374,1.16374,1.16571,1.16341,-52.40486,-4008.00000
3.85022,3.85318,3.84496,3.84562,3.84529,2.40173,2.40370,2.40041,2.40370,2.40469,1.16308,1.16144,1.16538,1.16538,1.16144,-52.40486,-4007.00000
3.84956,3.84529,3.84956,3.84101,3.84200,2.40370,2.40041,2.40403,2.40107,2.40831,1.16341,1.16177,1.16900,1.16571,1.15782,-52.31815,-4006.00000
3.85022,3.84529,3.84825,3.85186,3.84298,2.40074,2.39548,2.39745,2.40436,2.39745,1.16473,1.16374,1.16209,1.16341,1.16045,-52.31815,-4005.00000
3.84364,3.84529,3.84627,3.84792,3.84266,2.40074,2.39910,2.39515,2.39778,2.40107,1.16045,1.16242,1.16341,1.16045,1.16242,-52.84365,-4004.00000
3.84792,3.84594,3.84890,3.85154,3.84430,2.40140,2.40403,2.40041,2.40008,2.40304,1.15881,1.15979,1.16341,1.16505,1.16012,-52.84365,-4003.00000
3.84562,3.84562,3.84233,3.85022,3.84463,2.40206,2.40436,2.39943,2.40140,2.40107,1.16012,1.16275,1.16111,1.16177,1.15815,-52.38618,-4002.00000
3.84529,3.84693,3.84496,3.84594,3.85088,2.40140,2.39975,2.39943,2.40173,2.39943,1.16144,1.16209,1.16242,1.16407,1.16177,-52.38618,-4001.00000
3.84200,3.84233,3.84726,3.84693,3.84364,2.40173,2.40304,2.39778,2.40337,2.39778,1.15881,1.15848,1.16078,1.15946,1.16769,-52.11350,-4000.00000
3.84233,3.84167,3.85186,3.84627,3.84430,2.39910,2.40469,2.39811,2.40239,2.40140,1.16111,1.16045,1.16078,1.16045,1.16374,-52.11350,-3999.00000
3.84627,3.84627,3.84364,3.84266,3.84331,2.39910,2.40140,2.39811,2.39647,2.40206,1.15552,1.16144,1.16144,1.16177,1.15881,-52.28234,-3998.00000
3.83838,3.84397,3.83970,3.84002,3.84562,2.40600,2.40008,2.39975,2.39910,2.39712,1.16374,1.15683,1.15716,1.15749,1.15552,-52.28234,-3997.00000
3.84529,3.84529,3.84430,3.84594,3.84298,2.40469,2.40271,2.39844,2.40008,2.39910,1.15946,1.15782,1.16177,1.15782,1.15420,-52.62310,-3996.00000
3.84266,3.84233,3.84430,3.84463,3.84233,2.39975,2.39679,2.40304,2.39778,2.40041,1.15913,1.15815,1.15716,1.15486,1.15881,-52.62310,-3995.00000
3.83904,3.84463,3.84233,3.84035,3.84364,2.39910,2.39844,2.40041,2.40074,2.40008,1.15782,1.15782,1.15157,1.15585,1.15815,-52.21731,-3994.00000
3.83805,3.84200,3.84134,3.84364,3.84298,2.39383,2.39745,2.39975,2.39877,2.39877,1.15354,1.15881,1.15321,1.15749,1.15486,-52.21731,-3993.00000
3.84101,3.83970,3.84331,3.84101,3.84397,2.40271,2.39811,2.39712,2.39647,2.39383,1.15354,1.15519,1.15420,1.15387,1.15420,-52.27565,-3992.00000
3.83805,3.84068,3.83838,3.84167,3.84002,2.40008,2.40140,2.40008,2.39614,2.40107,1.15256,1.15387,1.15321,1.15650,1.15585,-52.27565,-3991.00000
3.83937,3.84364,3.84397,3.84430,3.84134,2.39811,2.40041,2.39778,2.40008,2.40074,1.15289,1.15716,1.15289,1.15354,1.15749,-52.19495,-3990.00000
3.84200,3.84035,3.84134,3.83970,3.83805,2.39614,2.40239,2.39614,2.39745,2.39679,1.15256,1.15420,1.15486,1.15617,1.15091,-52.19495,-3989.00000
3.83871,3.84430,3.83937,3.83772,3.84594,2.39778,2.39745,2.39745,2.39647,2.39910,1.15782,1.15716,1.15354,1.15289,1.15585,-52.34015,-3988.00000
3.83805,3.83805,3.84956,3.84331,3.83509,2.39647,2.39943,2.39877,2.39679,2.39844,1.15881,1.15420,1.15289,1.15519,1.15321,-52.34015,-3987.00000
3.84298,3.84101,3.84101,3.84430,3.84134,2.39877,2.39285,2.39647,2.39647,2.39515,1.15486,1.15946,1.15091,1.15387,1.15749,-51.90738,-3986.00000
3.84726,3.83970,3.83904,3.84134,3.84233,2.39679,2.39745,2.39910,2.39844,2.39778,1.15979,1.15354,1.15617,1.15453,1.15815,-51.90738,-3985.00000
3.83739,3.83937,3.84101,3.84068,3.84266,2.39975,2.40206,2.39383,2.39614,2.39548,1.15617,1.16045,1.15782,1.15453,1.15486,-52.21834,-3984.00000
3.84233,3.84463,3.84364,3.83443,3.84002,2.39351,2.39910,2.40239,2.39811,2.39778,1.15749,1.15979,1.15749,1.15420,1.15519,-52.21834,-3983.00000
3.83871,3.83180,3.83805,3.84134,3.84331,2.39581,2.39416,2.39745,2.40074,2.39844,1.15552,1.15585,1.15354,1.15848,1.15124,-52.38602,-3982.00000
3.83674,3.84266,3.83805,3.84068,3.84397,2.39778,2.39811,2.39614,2.39910,2.39975,1.15815,1.15486,1.15782,1.15420,1.15519,-52.38602,-3981.00000
3.84397,3.84167,3.84200,3.83838,3.83706,2.39712,2.39351,2.39778,2.40041,2.40173,1.15979,1.15946,1.15716,1.15848,1.15815,-52.28188,-3980.00000
3.83608,3.84035,3.83904,3.84068,3.84167,2.39943,2.39383,2.39811,2.39910,2.40173,1.15683,1.16078,1.16012,1.15881,1.15519,-52.28188,-3979.00000
