Date	Alpha	P0	h1	mv	T	gamma	offset
Jun09,2026+1-59-04PM	0.14232784705226353	1.4744427611953905	-0.0005983920423122115	1.760940064395964e-06	1.725049737700004	62.855939972919316	0.0007485451503057714
Jun09,2026+10-13-47AM	0.13345762574326203	1.4755704694987162	-0.001960233523618474	0.0002217994345514857	1.9330070313899297	60.62728721592787	0.0006297850974878637
Jun09,2026+10-21-44AM	0.13379913857126957	1.474037231684731	-0.0008405052940443985	7.005840989449733e-05	2.1847927746724904	60.77980287474521	0.0009879790501853324
Jun09,2026+10-32-02AM	0.1351121888904312	1.474917843917958	-0.000825711223830935	2.5190345534178213e-06	2.2378046466630725	61.23316538576896	0.0006168487948204615
Jun09,2026+10-40-07AM	0.1303160041978122	1.4744187318161783	-0.0016188617316811327	0.00023689078867845535	1.7303776134349143	60.88146101396375	0.001030038585262323
Jun09,2026+10-48-06AM	0.1349823456586976	1.47311145078663	-0.0006557557723314429	2.5319215678800798e-06	2.237998918670011	62.456110607293674	0.0009665260327645648
Jun09,2026+10-56-09AM	0.1385418063110906	1.4715862138516453	-0.0007839447338042649	1.0292889560429693e-06	1.9813597175227873	61.69443483727938	0.0007521963927732339
Jun09,2026+12-12-21PM	0.13743837454275543	1.4757885022293746	-0.0011110325078020034	0.00011813716582776969	1.9405563622343738	61.05957016151877	0.0008917227599437021
Jun09,2026+12-20-27PM	0.1373826769590285	1.4751758059033253	-0.0009915694793079923	9.064435540603351e-05	2.225658414912827	61.02042991380522	0.0008138194613705159
Jun09,2026+12-48-44PM	0.1415942804537369	1.4741306060078907	-0.0004834674943455627	-1.4138166332380785e-05	1.9393505214293663	62.898312141446745	0.0011126894133128445
Jun09,2026+2-08-48PM	0.1439124211717866	1.4755180146456448	-0.0007834182303455457	3.765918105354847e-05	1.9799589909073962	62.04201427967389	0.0007522042974091304
Jun09,2026+2-17-48PM	0.1392027212508513	1.4745197885140815	-0.00010174671970136904	-3.4309178043182377e-05	1.9725656113048835	61.03545241683274	0.0005786033829767496
Jun09,2026+2-47-59PM	0.14459533841685523	1.476043038126278	-0.0011036905056808466	0.00011682854408221746	1.7265956563854825	62.870217796971666	0.001043083202870841
Jun09,2026+3-13-04PM	0.13915991329959154	1.4758681637294508	-0.0009004652812698399	8.14071655982778e-05	1.979772952408924	61.132290800100385	0.0005785770144498864
Jun09,2026+3-22-06PM	0.1449750581041691	1.4756759465467073	0.0001603048458260208	-0.00010313384119189826	2.9754924560662683	63.14172384613702	0.0008171953787945913
Jun09,2026+3-34-26PM	0.14496624110967282	1.475875378696261	-0.00027431685808896456	-2.4859579289728532e-05	2.9745841728517277	61.297454720731736	0.0007456446165805765
Jun09,2026+3-42-47PM	0.14341121488491826	1.4752228008107788	-6.728105256624204e-05	-6.541091973751226e-05	2.9809197125305595	63.17468255655066	0.0005787498064961064
Jun09,2026+3-50-56PM	0.1438877137376393	1.4744249653974755	-0.00020499913607840734	-4.2375353463211506e-05	2.9736578562458904	63.20744081395211	0.0010306907066165128
Jun09,2026+3-59-03PM	0.1409102601719192	1.473983797498217	-0.0001704645004405666	-5.8997468311185354e-05	2.9667588294907805	61.22032264933624	0.0005792533335165164
Jun09,2026+4-12-41PM	0.13928443937518398	1.4741591252701505	-0.00040847809407385666	-2.120953052493898e-05	2.479779590860436	61.23032980020673	0.0007768415045637594
Jun09,2026+4-24-06PM	0.14449758570660642	1.4741738161335511	-0.0008186329629005624	8.237028895488487e-05	2.222030980945895	62.67726876082654	0.001020975699681295
Jun09,2026+4-32-18PM	0.14272080636913564	1.4747416096067547	-0.0011466688081320986	9.384534861734213e-05	2.2208995706880508	63.21479334931492	0.0011409452347273651
Jun09,2026+4-42-24PM	0.14380448214622432	1.4744991636908436	-0.0003344894362052315	-4.994050935625065e-05	2.974402905443414	63.17941490083094	0.0011548701559830547
Jun09,2026+4-53-40PM	0.13910873933717682	1.4733010236424775	-1.636630722885061e-05	-0.00012781177521835026	2.971109696041214	61.162989966720346	0.0005841999680552155
Jun09,2026+9-40-40AM	0.13688104388401579	1.4726509928502511	0.0007935374216296161	-0.00019407571089179716	3.484273580533368	62.64061173834615	0.0011456160937155643
Jun09,2026+9-50-07AM	0.13583548852641392	1.4754764239964258	-0.0009410159106445624	4.420955374922545e-05	2.4810916954860853	60.6433139816639	0.0006147838516453145
Jun09,2026+9-59-39AM	0.13460037386162704	1.475389032420169	-0.0013055446090297937	0.00010871100035948453	1.98345479192236	60.99681630162524	0.0006246250927009517
