0.000,0.000,0.941,0.941,0.941
0.000,0.000,0.941,0.941,0.943
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.942,0.941,0.942
0.000,0.000,0.942,0.941,0.942
0.000,0.000,0.941,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.941,0.941
0.000,0.000,0.941,0.941,0.942
0.000,0.000,0.942,0.941,0.942
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.941,0.941,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.941,0.941,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.941,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.941,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.941,0.941
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.941,0.941,0.942
0.000,0.000,0.941,0.941,0.942
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.941,0.942,0.941
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.941,0.941,0.943
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.941,0.942,0.942
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.942,0.941,0.941
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.942
0.000,0.000,0.942,0.942,0.941
0.000,0.000,0.942,0.942,0.941
