Date	Alpha	P0	h1	mv	T	gamma	offset
Jun30,2026+1-03-31PM	0.23725917020158893	1.6376490216120245	0.000891791055321657	-0.000161335245672263	2.335458477174748	40.0919888200541	0.0005785769343512148
Jun30,2026+1-12-31PM	0.23946128860629745	1.6378728096280446	0.000900896376213612	-0.00016684576961520714	2.33674690445146	40.095078067274976	0.0005859352466674883
Jun30,2026+1-21-11PM	0.2406713659159121	1.6372700295269462	0.0008701674169241546	-0.0001561364400048854	2.3298947071947187	40.09161246836134	0.0006267342569366083
Jun30,2026+1-34-41PM	0.24180454063664136	1.638096250995403	0.000567567352275153	-0.00011820792365869235	2.3320544207494693	42.093571286415155	0.0005787423316873194
Jun30,2026+1-48-03PM	0.23787694260861825	1.6373745568037357	0.001014143139235161	-0.0001744537572671422	2.331197094389838	42.09523047421195	0.0010995156024131898
Jun30,2026+10-06-47AM	0.241771406422977	1.639731260987926	0.0008913270068610214	-0.00016696272375684717	2.8375076767089995	40.63834263329301	0.0006358186624549474
Jun30,2026+10-15-01AM	0.24611015618375065	1.6397421823445077	0.0007860095109787173	-0.00015147018449857005	2.8343676404376796	41.80427314359893	0.0011571538681161998
Jun30,2026+10-23-00AM	0.24836581662806378	1.6394690601924968	0.0006149293541747904	-0.000119833693666735	2.8450772197855625	41.79341373999741	0.0011571538686288806
Jun30,2026+10-31-06AM	0.24482638982888472	1.639023667979032	0.0009271173859449826	-0.00017322881938605422	2.8360777682636544	41.861213621636914	0.0007593901698558484
Jun30,2026+10-39-00AM	0.24047022478348756	1.6386462593553595	0.000835158479576001	-0.0001513813663324217	2.8432172581279715	39.96811108449942	0.0005785902100075269
Jun30,2026+10-52-00AM	0.24076714972723123	1.639463941328435	0.0007045144564002451	-0.00013971637599447645	2.5804861112913744	39.87015998003766	0.000578576934323728
Jun30,2026+11-00-49AM	0.24437020612522642	1.639252042736406	0.00040260701410618565	-0.00010576226905436545	2.584952558186867	41.88247594607347	0.0011570448009234906
Jun30,2026+12-18-22PM	0.2431399363130362	1.6379945128323794	0.0006545640503368748	-0.0001194777685616383	2.3356761112191817	42.00889225061907	0.000580738350855855
Jun30,2026+12-26-19PM	0.24566926157477598	1.638313811738061	0.000908977310532196	-0.00019209123026674675	2.332949251367638	42.05489340995979	0.001157153868631557
Jun30,2026+12-34-34PM	0.24007693465623792	1.6379784921336242	0.0006970832097643307	-0.00013291866626662278	2.341150051851358	40.051454151721586	0.0005913632070643265
Jun30,2026+12-42-56PM	0.24224533479405252	1.6382278086785718	0.00042288453917969655	-9.606239680662647e-05	2.341141439135486	42.070804530550106	0.001149691315696056
Jun30,2026+12-53-57PM	0.2408164222248963	1.637921351941942	0.0009915384878981348	-0.0001867932997024012	2.331956299044953	42.072040551763706	0.0011409736711555888
Jun30,2026+2-01-18PM	0.24183814583196916	1.637761355409974	0.0008364389413764377	-0.00016022570531150305	2.084968813964871	42.04541037989527	0.0011571538686113462
Jun30,2026+2-15-38PM	0.24402502768845769	1.6372948655996722	0.0008953072130299488	-0.0001633017898768716	2.3365195786397885	42.05478598318844	0.0011024153112375989
Jun30,2026+2-43-18PM	0.23989744417664505	1.6369777555169522	0.0007285089897520063	-0.0001641381514532499	2.0858058325608244	40.07044300149916	0.0005785769373598861
Jun30,2026+2-58-54PM	0.24017618215096848	1.638110133524928	0.00040215200831354074	-0.00011589094535508694	2.3367464609344717	42.041869088537254	0.0005911509834045304
