Date	Alpha	P0	h1	mv	T	gamma	offset
Apr17,2026+3-42-27PM	0.2101004220055831	1.3312310078660483	0.0005509905909741667	-0.00038972614235843853	1.6432449115571628	44.507944846309755	0.0007521500146119818	0.0059585334732489646
Apr17,2026+3-49-28PM	0.2079896478070138	1.331604310935369	-0.0001873382460634231	-0.00016141191276232788	2.36628589177756	41.843475892933405	0.0007521500146119818	0.007268572526167898
Apr17,2026+3-57-06PM	0.20419278327654267	1.3332024360158308	-0.001173373891063032	6.301212389185699e-05	2.1511139643843187	40.977704778335884	0.0007521500146119818	0.006377800789540471
Apr17,2026+4-12-02PM	0.20066629255042034	1.3332804477294413	-0.0006647631891951804	-0.00012159152717184968	1.1441407862478106	40.56396804871223	0.0007521500146119818	0.005397178357399677
Apr17,2026+4-32-51PM	0.2002922943808989	1.3328893003838649	-0.0004104271666909487	-0.00017422014823202574	1.3987941065430745	40.56927968149728	0.0007521500146119818	0.006362388080585856
Apr17,2026+4-40-05PM	0.19805061352671105	1.3321299348717703	-0.0025107763756565	0.00043523634321799345	1.3980964300417498	40.548758667806105	0.0007521500146119818	0.006984755172221859
Apr17,2026+5-18-41PM	0.2175691336697705	1.3335221086636129	-0.00023913684767604653	-0.00014478360985322163	2.3991472772091402	42.09955838404471	0.0007521500146119818	0.006386777689906344
Apr17,2026+5-25-42PM	0.21693451671423825	1.3333823332443508	-0.0004255456292968578	-0.00014523659854026613	2.1094679799097515	41.20810446605371	0.0007521500146119818	0.00640920229986117
Apr17,2026+5-32-40PM	0.2208197539393757	1.332050606675077	0.0007757706947324379	-0.0003002826386381568	2.648308061241114	42.569728022958	0.0007521500146119818	0.006379642933107869
Apr17,2026+5-39-44PM	0.21944672128661402	1.3325634688294854	-0.00045712768155991527	-0.00011419088111897427	2.148624923467785	42.60257788483225	0.0007521500146119818	0.007291635006166515
