Date	Alpha	P0	h1	mv	T	gamma	offset
Jun17,2026+1-02-30PM	10.597186348019944	0.00215689395010157	-0.0058339750836330605	0.0006077068623406983	1.8252513619913024	39.870614440145985	0.002287300495705718	1.3431864265071
Jun17,2026+1-29-43PM	10.590365896966448	0.0021635553806372697	-0.005875553134958956	0.0006879335660810147	1.6242513287520715	39.92890956001451	0.0022873004957074243	1.346338964797668
Jun17,2026+1-37-39PM	10.633010707980155	0.0021548346066200615	-0.009557332287944116	0.0008385077570867052	1.6248689507532754	39.93702501002232	0.0022873004957022327	1.3500819607558765
Jun17,2026+10-22-42AM	10.643644974528229	0.002176779412576991	-0.003630298921768482	0.0003671497319685336	1.8754655602839754	40.32742890449192	0.002287300495733785	1.351086592548411
Jun17,2026+10-30-40AM	10.642897411622148	0.0021701607421551173	-0.0073820841215386755	0.0008598213661507573	1.8249689202550115	39.66184953001278	0.002287300495701408	1.3537348035781813
Jun17,2026+10-55-47AM	10.651645266112753	0.0021701454072788093	-0.002179143599148064	0.00024259680873851274	1.876224282934034	39.72644942946673	0.0022873004957182103	1.3437401542200005
Jun17,2026+11-03-39AM	10.620911689069299	0.0021626647720221805	-0.008324397639706556	0.0012626281026751585	1.874311652908585	40.11203959537741	0.0022873004957150553	1.3483734402809198
Jun17,2026+11-11-38AM	10.594104821071785	0.0021683027881966477	-0.0047579398133594745	0.0006167573406705731	1.874964829767909	39.74554473112848	0.0022873004957014585	1.3469744734091957
Jun17,2026+11-19-32AM	10.648266035416365	0.0021643534713429702	-0.005953590580346927	0.0006948493624056075	1.8750954308664176	39.76485562000217	0.0022873004957014147	1.34744815955397
Jun17,2026+11-30-44AM	10.637117125754191	0.002171846630478539	-0.006393298434720418	0.0007759861379854174	1.8748297684710908	39.7819631000265	0.002287300495701501	1.3526609330737962
Jun17,2026+11-47-12AM	10.59354479816736	0.0021673891950260062	-0.005123863356754191	0.0005205382791825155	1.8252375856638383	39.93491062493751	0.0022873004957018705	1.3483083746599052
Jun17,2026+11-58-43AM	10.640330020892437	0.0021663881298181705	-0.005723046125829659	0.0006184033930257219	1.8237293219250725	39.77979170001807	0.002287300495701467	1.3486096240356877
Jun17,2026+12-12-45PM	10.661789728500514	0.002164559544381162	-0.004192483501427742	0.0002716050268308038	1.8242445340549622	41.782595356400826	0.002287300495894673	1.3460214859189068
Jun17,2026+12-28-25PM	10.680941838418248	0.0021575514904241468	-0.006374021936034342	0.0006947230760777139	1.8751193022324208	39.81908350354475	0.0022873033606175043	1.344551456237528
Jun17,2026+12-39-06PM	10.563615385792806	0.0021568820660348206	-0.00558600698647714	0.0005478855402242738	1.8248565919469142	39.819495760005104	0.002287300495703779	1.3429610412941115
Jun17,2026+12-46-56PM	10.573481740977417	0.0021533823308827714	-0.005223978990363342	0.0005414610135361024	1.8253503667214885	40.59498449200623	0.002287300821347591	1.3394988508332546
Jun17,2026+9-31-05AM	10.639612784008344	0.0021765019210033126	-0.004788395814318566	0.000541740445724514	1.824919588539523	39.58182370002269	0.0022873004957041166	1.3527620040128963
Jun17,2026+9-49-23AM	10.639975085559763	0.002166708061405296	-0.004133727260381698	0.001164406039926226	0.6250972323190562	39.63265771570642	0.002287300506569279	1.3409005544387027
