Date	Alpha	P0	h1	mv	T	gamma	offset
Apr06,2026+2-17-57PM	0.18709784436361088	1.332227111952149	-0.00025871169170551536	-0.00015153366116563274	3.4001859318206167	44.31039736786484	0.0007521500146119818	0.00673515467570088
Apr06,2026+2-27-58PM	0.18206256199286552	1.3309161746751186	-0.00028498773153324327	-0.00015007900279627792	3.1383825120767295	40.37837458523197	0.0007521500146119818	0.0075659062842846295
Apr06,2026+2-36-21PM	0.18300790529903677	1.3298653881130078	-0.00024396046474729576	-0.00014904461717444667	3.4041242910053904	42.68158023272522	0.0007521500146119818	0.00763095000962764
Apr06,2026+2-44-24PM	0.18542828335339223	1.3286028393144447	0.00026884222958364245	-0.0002538167465410137	3.1461301943306514	44.2832309513597	0.0007521500146119818	0.007600356976738803
Apr06,2026+3-42-35PM	0.17820611212962345	1.3306696573471142	0.0006120950262309198	-0.00031325423053619425	2.8997977394360595	40.34239535567048	0.0007521500146119818	0.006535364547144887
Apr06,2026+3-49-52PM	0.18269367018010407	1.329599496065844	0.0011664924050794193	-0.0003486215606349075	3.3501523867181717	43.89124474215618	0.0007521500146119818	0.006045322561713729
Apr06,2026+3-57-34PM	0.18405985451827123	1.3308217707257612	-0.0001882336674985212	-0.00020591670287136956	2.3977358446451857	40.38732014532179	0.0007521500146119818	0.006350539338951369
Apr06,2026+4-04-50PM	0.18187437151116348	1.3303070514606463	4.597541300857251e-05	-0.00023050847132134478	2.64596005364199	40.430743787393354	0.0007521500146119818	0.0067569254269072955
Apr06,2026+4-12-05PM	0.18158579062830715	1.3291905899116256	0.00013794771593171989	-0.00019718731318079565	3.390013537896854	40.603355109331574	0.0007521500146119818	0.00783016850012724
Apr06,2026+4-24-01PM	0.18238164023953907	1.3309009192462269	0.00019434033620930566	-0.00024891781622763895	2.65305369563919	44.25587132142175	0.0007521500146119818	0.006789016166281576
Apr06,2026+4-48-08PM	0.18330279504148406	1.3335943443191345	5.9704082059407266e-05	-0.00029614410978437997	2.3946185523612584	44.41750978891428	0.0007521500146119818	0.005239281503321508
Apr06,2026+4-55-13PM	0.18698080788540672	1.3290275062087122	0.0012527678145318666	-0.000415677505131206	2.903410928738238	44.40580574801035	0.0007521500146119818	0.007560288649580946
