date 	 456 RMSE 	 456 peak RMSE 	 456 max resid 	 894 RMSE 	 894 peak RMSE 	 894 max resid 
Apr06,2026+2-17-57PM	0.0014822595483211392	0.0020046816641128475	0.005965761190111829	0.00403274237112856	0.004034225375538457	0.016298384883407346	
Apr06,2026+2-27-58PM	0.0011484620555439655	0.0012352737905866585	0.005821027059549788	0.004577749114534441	0.00472318209063835	0.019642884955535123	
Apr06,2026+2-36-21PM	0.0011301897317850897	0.0012359097872034072	0.004152636792487119	0.004078964541181512	0.004059902896139977	0.017298777228918816	
Apr06,2026+2-44-24PM	0.0009830397085726181	0.0011128827201441328	0.00373211226149861	0.003932545569670082	0.003921915516943326	0.01599765408919218	
Apr06,2026+3-42-35PM	0.0018272031719747612	0.0023521869060459466	0.006455973158407513	0.006099846850388537	0.006470033537972668	0.03190968556904639	
Apr06,2026+3-49-52PM	0.0011775654676413944	0.0011316381339778786	0.0044289380566802095	0.004754937630024079	0.008481739750694642	0.018231893538966926	
Apr06,2026+3-57-34PM	0.001406149940310084	0.0017239845278100587	0.004946511133258502	0.004685054326697614	0.004726338415865005	0.02222829258916298	
Apr06,2026+4-04-50PM	0.0012185945443596447	0.0014265285477584855	0.004568177894771708	0.004409589437144748	0.004465542085323284	0.02032234712970038	
Apr06,2026+4-24-01PM	0.001077242682568395	0.001198845709198754	0.004435209042850108	0.004099929699550825	0.00405188849455819	0.015825772500345225	
Apr06,2026+4-48-08PM	0.0013039583369327534	0.001645930746080528	0.0060958660338810144	0.004054025832671194	0.004068026440686371	0.01655349515589455	
Apr06,2026+4-55-13PM	0.0015669504246101527	0.001983061118906944	0.005902764411233941	0.004204301131575648	0.004243740566194182	0.016753004062711074	
Apr06,2026+5-03-59PM	0.0010252311739580636	0.0010716774979202812	0.003671288517699711	0.003959268845375929	0.003955799119044628	0.018499684156101592	
Apr06,2026+5-12-46PM	0.0011237143066208355	0.00125078271349944	0.004091653197666467	0.003973084456424563	0.003995227759532556	0.016472482089796125	
Apr06,2026+5-35-52PM	0.001679742189381529	0.0021844811264844885	0.005648763877834417	0.004089101612855116	0.004315832517948461	0.01651533154656748	
Apr06,2026+7-34-24PM	0.0018067961692446034	0.0022761469224260593	0.007972947476629022	0.004078766904103478	0.0040350181009719994	0.018079898591644716	
