Date	Alpha	P0	h1	mv	T	gamma	offset
Apr17,2026+1-00-30PM	0.23717337527871796	1.3320502672962167	0.0003019863656691526	-0.0002853774193010138	2.8979643397393167	40.59753377224833	0.0007521500146119818	0.00755879483785297
Apr17,2026+1-10-46PM	0.2360580000087178	1.3325469453290926	-7.995614386224471e-05	-0.00023419675920338174	2.650187082608378	40.509122666867476	0.0007521500146119818	0.00725752915635138
Apr17,2026+1-18-20PM	0.23730354579369095	1.3318657782750667	0.00019053275790700168	-0.0002629742467942806	2.6519459944223565	44.49827348477894	0.0007521500146119818	0.007628417433223834
Apr17,2026+1-25-35PM	0.23711893649198967	1.3344325572492948	-0.00038140513026955586	-0.00018313156687823712	2.656991984777579	43.2414491423019	0.0007521500146119818	0.005953502978039378
Apr17,2026+1-33-06PM	0.23200390141093452	1.3338107685148457	-0.00023401755233534594	-0.00018354568940091013	2.6520232882329404	40.51829908827216	0.0007521500146119818	0.006196168862329599
Apr17,2026+1-40-21PM	0.23782301776005288	1.332564078025595	0.00022715447797070406	-0.0002536686329457211	2.6499103785036744	44.52434259873136	0.0007521500146119818	0.006321238934435112
Apr17,2026+1-47-59PM	0.2333172272293913	1.3339955481445365	3.3611236250190405e-05	-0.00022454667771650838	2.647120724120011	44.50144415552758	0.0007521500146119818	0.005473044896310994
Apr17,2026+2-34-56PM	0.23366194482684488	1.3324256621239923	-3.9456134311719424e-05	-0.00020925817517453724	2.4058661541265134	44.52669123616363	0.0007521500146119818	0.0068665471748544085
Apr17,2026+2-43-03PM	0.22068443347836597	1.3340760750368896	-0.0005190042493854454	-0.00017683447665094734	1.6486869851591455	43.44409923119765	0.0007521500146119818	0.005435556975718017
Apr17,2026+2-51-02PM	0.2148463918038399	1.3334351253644205	-0.00015597567945770802	-0.00017334490300681014	2.645202501204089	40.51562225776935	0.0007521500146119818	0.0064623892203985855
Apr17,2026+3-08-55PM	0.21398450378315625	1.333616343215368	-0.0010527173532684435	-9.24410879413567e-06	1.6465297557350107	40.49707095423142	0.0007521500146119818	0.006365002702122423
Apr17,2026+3-16-24PM	0.21449164255647468	1.3322036033600635	-0.0009396362594136349	-6.058610924729109e-05	1.648715407595017	41.49049375855125	0.0007521500146119818	0.007489771745109107
Apr17,2026+3-35-26PM	0.2068535652001009	1.3342138746520096	-0.0009870338924992843	1.8730691815638574e-05	2.406180371058815	40.65410570118832	0.0007521500146119818	0.0051041360107842715
