16.36783,16.39414,16.38757,40.86285,41.33944,41.81909
16.39414,16.38757,16.39414,40.85960,41.18168,41.01415
16.39414,16.38757,16.38757,40.54067,41.50693,40.36979
16.38757,16.40072,16.38757,41.02065,40.85634,40.69202
16.39414,16.38099,16.38099,41.17843,41.18168,41.65490
16.39414,16.38099,16.38099,40.54067,41.17843,41.65490
16.40072,16.40072,16.38099,40.69527,41.18493,40.69202
16.38757,16.38757,16.37441,41.17843,40.36979,41.01415
16.38757,16.38757,16.39414,41.01740,41.01740,40.85634
16.38757,16.39414,16.38757,41.50043,41.18168,41.17518
16.38099,16.38757,16.38757,41.18168,41.17518,42.62673
16.38099,16.38099,16.39414,41.18168,41.01740,41.33944
16.40072,16.38099,16.39414,41.34919,41.18168,40.85960
16.38099,16.38757,16.39414,41.34269,40.85634,41.82234
16.38757,16.39414,16.38757,41.34594,40.69527,41.17843
16.39414,16.38099,16.38757,41.34269,41.02390,41.17843
16.39414,16.38757,16.38099,41.34269,40.69202,41.01740
16.37441,16.38757,16.39414,41.17843,40.53417,40.69202
16.38757,16.38099,16.38757,41.18168,40.85960,41.01090
16.40730,16.39414,16.38757,40.54067,40.69852,40.20539
16.39414,16.38099,16.40072,40.53742,41.01090,40.69852
16.39414,16.38757,16.40072,40.69852,41.50368,40.85309
16.40072,16.40072,16.38099,41.02065,41.34919,40.53417
16.38099,16.40072,16.38099,41.50368,41.34269,41.33294
16.38757,16.40072,16.40730,41.02065,41.66140,41.33944
16.39414,16.38099,16.38757,40.85960,41.17843,41.17518
16.38757,16.38757,16.40072,40.53417,41.66140,41.33619
16.38757,16.39414,16.38757,40.86285,40.85634,41.98001
16.39414,16.39414,16.40730,41.18168,41.02390,41.33619
16.38099,16.38757,16.39414,41.01740,40.85309,41.01415
16.40072,16.38757,16.38757,41.18168,40.52766,41.33294
16.40072,16.38099,16.40730,41.82234,39.89606,41.34269
16.39414,16.38757,16.40072,41.17193,40.37630,41.17193
16.40072,16.38099,16.39414,41.81909,41.50368,40.85634
16.38099,16.38099,16.40072,41.50693,40.37630,40.69852
16.39414,16.39414,16.39414,40.86285,40.69852,40.36329
16.39414,16.38757,16.40072,40.69852,41.33944,40.69202
16.39414,16.40072,16.38757,40.22166,41.01740,41.33294
16.38099,16.38757,16.39414,40.21516,40.85960,40.36654
16.40072,16.38757,16.39414,40.69852,41.67115,41.01740
16.39414,16.38757,16.39414,41.18168,41.02715,40.53092
16.39414,16.39414,16.39414,40.53742,41.33944,42.46265
16.40072,16.38099,16.39414,40.69852,40.85634,40.85634
16.38757,16.38757,16.39414,41.02065,41.33944,40.69202
16.38757,16.38099,16.38757,41.01415,41.01740,41.17518
16.39414,16.38099,16.39414,41.18168,40.53417,41.49718
16.38757,16.40072,16.38757,42.14416,40.36979,41.33619
16.38099,16.38757,16.39414,41.66465,41.17843,41.82234
16.38757,16.38757,16.38757,41.34594,40.85960,41.50043
16.40072,16.38757,16.40072,41.50043,40.69202,41.49718
16.40072,16.37441,16.39414,41.50368,41.17843,41.17843
16.38757,16.38757,16.38757,41.18493,41.33619,41.01415
16.40072,16.40072,16.38099,41.02065,41.82559,40.36979
16.38757,16.38757,16.39414,40.53742,41.50368,40.37305
16.40072,16.40072,16.40072,41.34269,41.65815,41.17193
16.39414,16.39414,16.39414,40.69202,41.01740,40.85309
16.39414,16.38757,16.38099,40.53742,42.14741,41.17518
16.38757,16.39414,16.38757,40.85960,41.50043,41.49393
16.38757,16.39414,16.39414,41.51018,41.65815,40.68551
16.38757,16.39414,16.38757,41.02065,41.33294,41.01415
16.40072,16.38757,16.39414,41.50693,41.50043,41.82234
16.38757,16.38757,16.38757,41.82234,40.85634,41.65815
16.39414,16.39414,16.38757,40.86285,40.85960,40.52766
16.39414,16.38757,16.39414,41.50693,41.01740,41.17518
16.38757,16.39414,16.40072,41.50043,40.53092,41.33619
16.38757,16.38757,16.39414,41.02065,41.02065,40.84984
16.38757,16.38757,16.40072,41.02390,41.50368,40.84984
16.40072,16.38757,16.38757,41.82559,41.01090,41.17518
16.38757,16.39414,16.39414,41.66790,41.01740,41.33619
16.39414,16.38757,16.38757,40.85960,41.50368,40.85309
16.38757,16.39414,16.39414,40.85960,40.85960,40.69202
16.38099,16.38099,16.38757,41.33944,41.98976,40.85634
16.39414,16.38757,16.38099,40.69852,41.50043,40.53092
16.39414,16.39414,16.38757,41.18493,40.86285,40.69527
16.38757,16.39414,16.39414,41.01740,41.65815,41.49393
16.39414,16.40730,16.39414,40.85309,41.01740,41.65815
16.38757,16.40072,16.38757,41.02065,41.34269,40.68876
16.38099,16.39414,16.40072,41.82884,41.50043,41.50043
16.38757,16.38757,16.38757,41.66140,41.33944,42.14091
16.39414,16.39414,16.39414,41.50693,40.53742,41.17518
16.38099,16.38099,16.39414,41.18168,41.50368,41.50368
16.39414,16.40072,16.39414,41.82559,40.37630,40.85960
16.39414,16.40730,16.40072,41.98651,40.53417,40.52766
16.38757,16.40072,16.38757,40.86285,41.01415,40.85309
16.38757,16.38099,16.39414,41.18493,41.01090,40.85309
16.38757,16.38757,16.38757,40.85960,41.49718,40.20865
16.40072,16.40072,16.39414,40.85634,41.50043,40.68876
16.38757,16.40072,16.39414,40.53742,41.34269,40.85309
16.39414,16.38099,16.38757,40.69202,41.66465,40.36979
16.38099,16.38757,16.39414,40.85960,41.18168,40.04423
16.38099,16.38757,16.40072,40.69527,40.86285,40.85634
16.39414,16.38757,16.38757,41.66140,41.02065,41.65815
16.38757,16.38757,16.39414,41.18168,41.02065,41.01415
16.39414,16.38757,16.39414,40.69527,41.01740,41.49393
16.38757,16.39414,16.38757,41.65815,41.98976,41.33944
16.38099,16.40072,16.39414,41.82234,41.02065,41.98001
16.38757,16.40072,16.39414,41.18168,40.21190,41.50043
16.39414,16.40072,16.38757,41.01415,41.02390,41.17193
16.40072,16.39414,16.39414,41.66465,40.36979,41.17518
16.39414,16.39414,16.38757,41.50693,40.69527,41.50043
16.39414,16.38099,16.39414,41.02065,40.69202,40.85309
16.38099,16.38757,16.39414,41.17843,40.69202,41.02065
16.38757,16.38099,16.39414,41.02065,41.18168,40.36329
16.38757,16.38099,16.38099,40.69852,41.33944,40.37305
16.38757,16.39414,16.39414,41.66465,40.85634,41.50043
16.38757,16.38757,16.39414,40.69527,41.01740,40.68876
16.39414,16.39414,16.38099,39.88955,41.82234,40.84984
16.39414,16.38099,16.38757,41.02065,41.17843,41.33944
16.38757,16.38757,16.39414,41.02065,41.18493,41.17193
16.38099,16.39414,16.38757,41.18168,41.33944,41.01740
16.38757,16.40072,16.38757,41.50693,40.85960,41.33619
16.40072,16.38757,16.39414,41.50043,40.85634,41.82234
16.38099,16.39414,16.39414,41.49718,40.37955,41.50043
16.40072,16.38757,16.39414,41.02390,40.53742,41.49718
16.39414,16.39414,16.39414,41.34594,40.37305,41.01415
16.38099,16.38757,16.40072,41.50368,41.01415,40.68876
16.38757,16.38757,16.38757,41.18818,41.17843,40.68876
16.38757,16.38099,16.38757,40.85960,40.53092,40.53092
16.39414,16.38757,16.39414,41.18168,40.85960,41.33619
16.38757,16.38099,16.38099,41.33294,40.53417,40.68876
16.38099,16.38099,16.39414,40.21190,41.17843,40.52441
16.38757,16.39414,16.38757,40.85960,41.81909,41.17518
16.39414,16.40072,16.38757,41.34269,41.50368,41.17518
16.40072,16.38757,16.40072,40.85634,41.66140,41.01090
16.38757,16.39414,16.38099,41.50043,41.18168,41.49718
16.39414,16.40730,16.39414,41.18168,41.51018,41.01740
16.38757,16.39414,16.38757,41.02065,41.33944,41.01415
16.38099,16.39414,16.39414,41.17518,40.85309,41.81909
16.38099,16.38757,16.37441,42.14741,41.17518,41.81584
16.38757,16.38099,16.38757,40.70177,40.53417,40.37305
16.38757,16.38757,16.37441,41.82884,41.50693,41.17518
16.38099,16.37441,16.39414,41.98651,41.01415,41.49393
16.38099,16.38757,16.38099,41.33944,40.37305,41.01740
16.39414,16.39414,16.40072,40.85960,41.18168,40.52766
16.39414,16.39414,16.38757,41.50043,40.85634,40.52441
16.39414,16.38757,16.39414,40.69852,41.50368,40.21516
16.40072,16.39414,16.40072,41.02715,41.49718,40.68551
16.38757,16.38757,16.39414,41.17843,41.50368,40.68876
16.40072,16.38099,16.38757,40.69852,41.66140,41.01740
16.38757,16.39414,16.40072,41.02065,40.85960,41.33619
16.39414,16.40072,16.38099,41.18493,41.34269,40.53417
16.38757,16.39414,16.38757,41.01740,40.70177,41.01090
16.38757,16.39414,16.38099,41.18168,41.50368,41.65490
16.39414,16.40072,16.40072,41.49718,41.82559,41.17518
16.38757,16.38757,16.38757,41.34269,41.17843,41.81909
16.38757,16.40072,16.38757,41.82884,40.69852,41.81259
16.38099,16.38757,16.38757,41.50368,40.69852,40.53092
16.39414,16.38757,16.40072,41.18168,40.69527,41.02065
