Date	Alpha	P0	h1	mv	T	gamma	offset
Jun15,2026+1-02-29PM	15.685394375705187	0.0021859161294327965	-0.003206971434381066	0.00026825495314774405	2.1251031637330433	41.03046873869255	0.002287310766590818	1.3567234952851994
Jun15,2026+1-13-12PM	15.580575871420699	0.0021835206734155256	-0.005817608435853517	0.0008797193184521213	2.125148209100949	40.82985567149501	0.0022873021760814426	1.3571767701767963
Jun15,2026+1-36-30PM	15.640722852435452	0.0021903489230853043	-0.008943711631932619	0.001359257166829774	2.3251077313750717	40.00072895001701	0.002287300495701409	1.3664771729572442
Jun15,2026+1-46-31PM	15.441819018998974	0.0021940356762083705	-0.004675599631289419	0.0005326002303287696	2.1245231430799025	41.53943124954293	0.0022873004957017187	1.3637197335252138
Jun15,2026+10-04-19AM	15.733225746491694	0.0021872455202533144	-0.006283744264842097	0.0007999817171594634	2.1257866906468563	39.72546475000032	0.0022873004957014707	1.3619272487440957
Jun15,2026+10-12-20AM	15.628898356117382	0.0021944801729312175	-0.0031142740815149937	0.00028669065880627194	2.1239559954259732	39.725158220004886	0.002287300495701569	1.3615161560989506
Jun15,2026+10-25-45AM	15.702400715925425	0.0021803205524956416	-0.007768213501713664	0.0011730181466914039	2.1253654901880434	40.47496122926613	0.0022873004957073015	1.3584932225706383
Jun15,2026+10-50-14AM	15.788694533649892	0.0021779851791952965	-0.005773795407230087	0.0007155484331836003	2.1240500973738246	39.762256790064505	0.0022873004957024642	1.3554463095119917
Jun15,2026+10-58-42AM	15.700992699575007	0.0021871653410871286	-0.005105316585189861	0.0005922367516938212	2.123653187033634	39.800255501314055	0.0022873005732231885	1.3602429092300963
Jun15,2026+11-08-42AM	15.6392140961491	0.0021789624065080924	-0.00532621032360681	0.0007024205155707012	2.1245675801836397	39.83674191039395	0.0022873004957014082	1.3547113540544518
Jun15,2026+11-17-24AM	15.712113596492891	0.0021818917633757194	-0.004575100376294567	0.0005913762503910853	2.1245244033440485	39.84548143002009	0.002287300495702121	1.3552514660464021
Jun15,2026+11-26-17AM	15.645376407255554	0.0021819009196357856	-0.00504264470245798	0.0005849534317563108	2.1248868919109545	39.8424256900014	0.0022873004957034214	1.3568599252693936
Jun15,2026+11-58-16AM	15.57717560791075	0.0021837190420842764	-0.005727968805435315	0.0007203222948876025	2.123929649221954	39.895935820106814	0.002287300495701438	1.3587856019992315
Jun15,2026+12-08-35PM	15.441854222762448	0.002192447149916877	-0.004228069711816278	0.0008994016436392145	2.1246209925024866	39.86913287006918	0.0022873004957039327	1.357288602000756
Jun15,2026+12-16-36PM	15.765416980049768	0.0021961810248132645	-0.001424417168097535	0.0001643254970267467	2.12462096750612	39.91091693016778	0.0022873004957017144	1.3583305089074564
Jun15,2026+12-24-33PM	15.68684695056837	0.0021885337543135555	-0.009294594903870895	0.0015297551245916031	2.1254383136557506	39.91586945000623	0.0022873004957023033	1.3647278302483603
Jun15,2026+12-36-54PM	15.699127088930432	0.0021854431421250296	-0.005399643704825559	0.0006279272799424908	2.324273594775306	41.018519483374746	0.0022873004957016324	1.35998832975027
Jun15,2026+12-54-40PM	15.75385369052599	0.0021831934398931887	-0.0065163716433258015	0.001021511504891942	2.125344356822535	39.94934901000014	0.0022873004957017734	1.3577896472812487
Jun15,2026+3-00-29PM	15.672584904878981	0.0021926205110564634	-0.0057298281317018284	0.0006762096271971362	2.125550079240357	40.05460053010055	0.002287300495702528	1.364755372072288
Jun15,2026+3-08-45PM	15.670950246349161	0.0021909923525072956	-0.005674464286735601	0.0007056230363637926	2.1252426827449042	41.11628574018768	0.0022873004957016923	1.3632512691248695
Jun15,2026+3-27-25PM	15.868486242408068	0.00219050122035242	-0.006176623825529091	0.0008032733587221784	2.1241048870878356	40.1259098882332	0.0022873004957024946	1.3635437020674612
Jun15,2026+3-37-57PM	15.840045310961226	0.002191357312744884	-0.00516379880276201	0.0006305080174093268	2.125045627570093	40.09794414001147	0.0022873004957019707	1.3626140081174796
Jun15,2026+4-17-50PM	15.671806695916398	0.0021755950614682543	-0.008371572932703372	0.0013376138015195403	2.125424363226346	40.163686460000584	0.0022873004957014247	1.3557772711649694
Jun15,2026+4-25-51PM	15.658183766920214	0.002183126402582632	-0.0059166618347170335	0.0007834154786697743	2.123933401389881	40.16810482016762	0.002287300495716075	1.3583557300792384
Jun15,2026+4-33-55PM	15.69606276298207	0.002188151256612996	-0.006300831010605097	0.0008394917697130226	2.1245552428636643	40.16004379000187	0.002287300495701736	1.3621114185047705
Jun15,2026+4-59-36PM	15.504572025903236	0.00218213710748155	-0.005886396505486113	0.0007821039547518324	2.1257137156560093	41.70137256915626	0.00228730049570188	1.3576553012501147
Jun15,2026+9-28-53AM	15.699372858415582	0.002194219053338129	-0.0050584711602055755	0.0004941819917143233	2.1251707663717605	39.6323970000487	0.002287300495704161	1.3655148379593551
Jun15,2026+9-38-11AM	15.658582331485952	0.0021852863143729966	-0.006312102552401654	0.000731633027656509	2.125294659461937	39.65383372004722	0.0022873004957019803	1.3615407234657746
Jun15,2026+9-48-22AM	15.756190847079235	0.002187043895886183	-0.006276949897705487	0.000722219797908445	2.1258131550539296	39.65102652010096	0.0022873004957015253	1.3626121633026347
Jun15,2026+9-56-18AM	15.638934429124195	0.0021794754051944	-0.005658131272166369	0.0007032996101278936	2.124625991858817	39.695965400028996	0.002287300495701411	1.356120564223334
