Date	Alpha	P0	h1	mv	T	gamma	offset
Jun29,2026+10-24-54AM	16.40331317257944	0.002205638936383894	-0.006470543718809732	0.0003977937050361383	2.3749453135289595	40.43789274927431	0.0022873004957026984	1.3792004763503765
Jun29,2026+11-53-47AM	16.22741207962817	0.0021948417434362044	-0.008579727474199182	0.0007466542328366309	2.374266674482045	40.615520609774386	0.002287300495701811	1.3756232872539416
Jun29,2026+12-03-56PM	16.27610515907216	0.0021943678842789465	-0.006821014064721239	0.00044580432810050505	2.3742465319421466	40.50984647068286	0.002287300497997892	1.3728566913547215
Jun29,2026+12-16-37PM	16.43041948627749	0.002186139546257432	-0.0069446930628471555	0.0003697255090189924	2.3756866670983525	41.540481198542516	0.0022873006568462995	1.3691504487245936
Jun29,2026+12-39-56PM	16.301699580916008	0.0021909549712607586	-0.0076344961600732985	0.0005075655851730955	2.3745144445219117	40.74223648059935	0.0022873004960464963	1.3728887112018362
Jun29,2026+12-47-48PM	16.138265338217536	0.002184263750990117	-0.008107338469833575	0.0009437141578217887	2.374740401469728	41.05299304267407	0.0022873008990807525	1.3648859181095752
Jun29,2026+12-57-07PM	16.151689065284174	0.0021877699923357734	-0.007904341165457322	0.0005654408258752384	2.37419110274377	40.17581589001506	0.002287300495701437	1.3711312310288732
Jun29,2026+2-08-46PM	16.310040179398474	0.002199465672432991	-0.008540728750754631	0.0008204624412298102	2.3751677985394455	40.28287157008602	0.0022873004957016585	1.3774153302904764
Jun29,2026+2-21-51PM	16.200746244579843	0.0022136817555472245	-0.006929526467986236	0.0004628027559275339	2.375004497583826	42.26581297897541	0.002287300495728103	1.3849476125344025
Jun29,2026+2-29-47PM	16.32076539030003	0.002194393191404303	-0.009118191186697188	0.0008942100609201267	2.1249200316207366	40.28706867000431	0.0022873004957015023	1.3746248745174872
Jun29,2026+3-49-02PM	15.916720482695165	0.0022084791104689363	-0.008999477225072704	0.0007856389747214872	2.3748827773912096	42.18318533699616	0.002287300495713216	1.3850177318188903
Jun29,2026+3-56-51PM	16.144815605851534	0.0022126906249482735	-0.006976279694678171	0.000632857155710857	2.3740466202127677	40.14091133528454	0.0022873004957398462	1.3823831170224354
Jun29,2026+4-04-46PM	16.28549912099311	0.002213020283773898	-0.007798728222008806	0.0006226471327670269	2.374390800310716	40.14362161011677	0.0022873004957014447	1.3856268832251357
Jun29,2026+4-14-04PM	16.088224740489856	0.0022049221491046867	-0.007780477413535013	0.0006104397866795698	2.3757309709488243	40.09840422028395	0.002287300495702092	1.3807387537371152
Jun29,2026+4-22-27PM	16.281256993227203	0.002211400137791702	-0.007822779986376227	0.0006264395046625574	2.3754418136704984	40.086081890418534	0.002287300495701491	1.3846814003833865
Jun29,2026+4-43-12PM	16.33238326842397	0.0022101071066644874	-0.007954173693409061	0.0006122011483283632	2.375311519469941	40.79331058609083	0.002287300495701647	1.3845162236856896
Jun29,2026+4-53-21PM	16.23232695463132	0.0022086253836972316	-0.008473304385251118	0.0007334784524408614	2.3749726462303116	40.08913002006593	0.0022873004957014377	1.383916070154448
Jun29,2026+5-03-46PM	16.196541179266024	0.0022109648395328657	-0.008132646799482855	0.0007472272448167049	2.374698459376782	40.105061941774665	0.0022873009135587247	1.3839689165543545
Jun29,2026+5-11-57PM	16.06900767183301	0.002207334488198567	-0.0077771544594482005	0.0006443412200873097	2.3744444485442586	40.08516670000041	0.0022873004957016884	1.3817621760787264
Jun29,2026+5-22-17PM	16.271747646122154	0.002208163995426779	-0.007202029073903188	0.000499223477770189	2.3754751506841005	41.14732217768607	0.0022873004957014325	1.3820527098601196
Jun29,2026+5-30-08PM	16.22889870132452	0.0022091345567102575	-0.007327334978821971	0.0005123930754609415	2.373948171286748	40.06315181001389	0.002287300495702346	1.3829338865827883
Jun29,2026+5-38-21PM	15.949725475350704	0.0022101490565363	-0.005890066089012231	0.00034322700384933083	2.374433480045451	42.08502630895047	0.0022873004959269327	1.3805921506324856
Jun29,2026+5-46-18PM	16.30330994965702	0.0022099526549664602	-0.007300848911879626	0.0005346839589698783	2.3746859591490064	40.06079986007409	0.0022873004957014087	1.3830495791200332
Jun29,2026+5-54-12PM	16.27627685076269	0.0022066381496019033	-0.007675754243337445	0.0005810825276838254	2.37402002452612	41.693206819644516	0.0022873004957065135	1.381745218199053
Jun29,2026+6-02-58PM	16.198159992099306	0.002213029447792872	0.0009629980315955665	-0.0009995039977504856	2.375054294912489	42.041052549380815	0.0022873004957126982	1.3749002093686202
Jun29,2026+8-54-37AM	16.294684768011507	0.002209091568898413	-0.006370431686865994	0.0003768080995136469	2.374834539824862	39.76037468007867	0.0022873004957014295	1.3812458619067303
Jun29,2026+9-03-42AM	15.905026429530935	0.0022115057397203704	-0.0057925324554859705	0.0005533677417975781	2.374894349637374	39.815431980053695	0.0022873004957017972	1.3784506225325974
Jun29,2026+9-24-49AM	16.238413503141924	0.0022083894069649277	-0.006322421739071927	0.00043591335221124195	2.374726090047065	40.66572447317692	0.00228730049806623	1.3798667758695768
