0.28360,0.27406,0.28228,0.27932,0.27735,0.24380,0.24380,0.23920,0.24347,0.24150,0.05534,0.06027,0.05764,0.05468,0.05172,-48.06868,-4014.00000
0.27307,0.27899,0.27603,0.27866,0.28327,0.24314,0.24380,0.23788,0.24117,0.24117,0.05567,0.05534,0.05600,0.05073,0.05402,-48.16069,-4013.00000
0.27636,0.27241,0.28097,0.27340,0.27866,0.23920,0.24347,0.23525,0.24281,0.24380,0.05797,0.04843,0.05468,0.05205,0.05238,-48.16069,-4012.00000
0.27406,0.28031,0.27472,0.27702,0.28228,0.24281,0.24380,0.24380,0.23854,0.24051,0.05435,0.05172,0.05468,0.05764,0.05468,-48.12275,-4011.00000
0.27801,0.28294,0.27570,0.27373,0.27669,0.24676,0.24018,0.23854,0.24281,0.23952,0.05041,0.05435,0.05369,0.05633,0.05468,-48.12275,-4010.00000
0.27702,0.27866,0.27702,0.28031,0.27833,0.24314,0.24084,0.23952,0.24347,0.24117,0.05633,0.05797,0.05501,0.05468,0.05172,-48.13164,-4009.00000
0.27801,0.28064,0.27472,0.27241,0.27833,0.24544,0.24347,0.24676,0.24018,0.23854,0.05665,0.05567,0.05271,0.05501,0.05468,-48.13164,-4008.00000
0.27669,0.27537,0.28031,0.27241,0.27373,0.24248,0.24183,0.25071,0.24183,0.24479,0.05435,0.05863,0.05271,0.05534,0.05830,-48.20592,-4007.00000
0.27801,0.27603,0.27932,0.27011,0.27768,0.24150,0.23854,0.24051,0.24084,0.24281,0.05271,0.05534,0.05501,0.05534,0.05468,-48.20592,-4006.00000
0.27406,0.27833,0.27965,0.27669,0.27537,0.24314,0.24150,0.24216,0.24676,0.24380,0.05863,0.05534,0.05567,0.05698,0.05534,-48.40519,-4005.00000
0.27505,0.27537,0.27801,0.27636,0.27603,0.24380,0.24479,0.24544,0.24248,0.24051,0.04909,0.05665,0.05271,0.05501,0.05534,-48.40519,-4004.00000
0.27932,0.27472,0.27735,0.27439,0.27340,0.24117,0.24084,0.23920,0.24479,0.24643,0.05435,0.05304,0.05205,0.05501,0.05468,-48.35411,-4003.00000
0.27669,0.27340,0.28294,0.27866,0.27735,0.24150,0.23755,0.23887,0.24248,0.24248,0.05600,0.05567,0.05501,0.05665,0.05304,-48.35411,-4002.00000
0.27472,0.27768,0.27439,0.27702,0.27801,0.23821,0.24775,0.23887,0.24183,0.24084,0.05369,0.05567,0.05304,0.05337,0.05698,-48.32494,-4001.00000
0.27011,0.27373,0.27833,0.28524,0.27702,0.24084,0.24314,0.24248,0.24183,0.24216,0.05929,0.05304,0.05139,0.05633,0.05665,-48.32494,-4000.00000
0.27998,0.27176,0.28195,0.27439,0.27866,0.24051,0.24051,0.23985,0.23887,0.24413,0.05600,0.05600,0.05369,0.05172,0.05337,-47.62678,-3999.00000
0.28097,0.27505,0.28261,0.27406,0.28031,0.24413,0.24775,0.24150,0.24479,0.24051,0.05567,0.05501,0.05435,0.05600,0.05337,-47.62678,-3998.00000
0.27702,0.27669,0.27801,0.27702,0.28524,0.24150,0.24117,0.24479,0.24051,0.23821,0.05534,0.05041,0.05139,0.05468,0.05830,-47.83029,-3997.00000
0.27636,0.27899,0.28195,0.28129,0.27866,0.24446,0.24446,0.24347,0.24314,0.24512,0.05435,0.05172,0.05830,0.05468,0.05304,-47.83029,-3996.00000
0.27176,0.27636,0.27570,0.27768,0.27406,0.23887,0.24084,0.23985,0.23985,0.24446,0.05830,0.05337,0.05797,0.05501,0.05567,-47.30353,-3995.00000
0.28787,0.27866,0.28228,0.27932,0.27472,0.24413,0.24216,0.24347,0.24479,0.23755,0.05172,0.05501,0.05271,0.05698,0.05731,-47.30353,-3994.00000
0.27833,0.27636,0.27801,0.27636,0.28261,0.23591,0.24347,0.24577,0.24380,0.24216,0.05041,0.05468,0.05567,0.05600,0.05534,-46.90515,-3993.00000
0.27143,0.28261,0.27965,0.27406,0.27537,0.24709,0.23985,0.23656,0.24183,0.24643,0.05665,0.05304,0.05402,0.05369,0.05337,-46.90515,-3992.00000
0.27768,0.27801,0.27570,0.27669,0.27669,0.24084,0.23821,0.24216,0.24051,0.24314,0.05698,0.05633,0.05698,0.05468,0.05698,-47.06925,-3991.00000
0.27998,0.28031,0.28097,0.27801,0.28327,0.24577,0.24577,0.24051,0.24347,0.23558,0.05139,0.05633,0.05337,0.05238,0.05501,-47.06925,-3990.00000
0.27899,0.27176,0.28129,0.28064,0.27998,0.24380,0.24413,0.24084,0.24544,0.24544,0.05369,0.05402,0.05468,0.05369,0.05698,-46.92801,-3989.00000
