0.000,0.000,0.755,0.763,0.754
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.755,0.762,0.758
0.000,0.000,0.755,0.752,0.754
0.000,0.000,0.755,0.754,0.753
0.000,0.000,0.755,0.756,0.753
0.000,0.000,0.755,0.754,0.758
0.000,0.000,0.755,0.755,0.753
0.000,0.000,0.755,0.755,0.753
0.000,0.000,0.755,0.755,0.756
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.759,0.755,0.754
0.000,0.000,0.751,0.754,0.755
0.000,0.000,0.753,0.755,0.754
0.000,0.000,0.755,0.756,0.754
0.000,0.000,0.754,0.754,0.755
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.755,0.749,0.755
0.000,0.000,0.755,0.756,0.755
0.000,0.000,0.755,0.754,0.755
0.000,0.000,0.755,0.752,0.755
0.000,0.000,0.755,0.756,0.752
0.000,0.000,0.755,0.754,0.757
0.000,0.000,0.756,0.754,0.749
0.000,0.000,0.754,0.755,0.757
0.000,0.000,0.756,0.754,0.754
0.000,0.000,0.757,0.755,0.755
0.000,0.000,0.752,0.754,0.755
0.000,0.000,0.763,0.754,0.755
0.000,0.000,0.752,0.755,0.754
0.000,0.000,0.755,0.756,0.755
0.000,0.000,0.754,0.754,0.755
0.000,0.000,0.755,0.755,0.754
0.000,0.000,0.756,0.756,0.755
0.000,0.000,0.755,0.755,0.755
0.000,0.000,0.754,0.755,0.755
0.000,0.000,0.755,0.750,0.755
0.000,0.000,0.755,0.756,0.755
0.000,0.000,0.755,0.765,0.755
0.000,0.000,0.755,0.750,0.753
0.000,0.000,0.755,0.754,0.751
0.000,0.000,0.754,0.755,0.762
0.000,0.000,0.755,0.756,0.751
0.000,0.000,0.755,0.754,0.755
0.000,0.000,0.750,0.755,0.755
0.000,0.000,0.756,0.755,0.755
0.000,0.000,0.751,0.756,0.754
0.000,0.000,0.754,0.755,0.755
