<<<<<<< Updated upstream
2.593180215442192349e-04
1.862277984585603008e-04
-1.875322959756786645e-04
-4.258536733423579079e-04
-5.704337153478178379e-04
-1.933223419947394106e-03
-2.542825137770154953e-04
-1.532801874806200004e-03
-4.189082050825021497e-04
2.805372920768878231e-04
2.798518054669685284e-04
3.079192541435293862e-04
-2.784224343490571130e-04
-7.342133045811216618e-04
1.300939616393215204e-03
3.631326682860258614e-04
-6.223151284201478006e-05
-1.818863370872669805e-04
1.254074232044377624e-04
-8.030294231016199547e-04
7.167955594689079390e-04
-1.971909969920027095e-04
5.501575023763027872e-04
-3.431860000977504654e-04
1.536985761861675570e-03
-9.794175791499881711e-05
1.208425851815464469e-03
-7.889366119404606081e-04
1.616666758155194117e-03
6.640882798090164130e-04
-4.883038141496598428e-04
-1.585511388564331270e-04
9.730652573474163347e-04
7.439988697903743287e-04
-1.762032723973128157e-05
-1.269233653739210155e-03
-1.625867819885939980e-03
-3.407946241098525064e-04
-3.193329952650980630e-04
-2.393976348558091161e-04
-5.304996329558164803e-05
-9.247526142082129752e-04
-1.432093942690393362e-04
5.875471913510121880e-04
3.795451637935709499e-04
-2.958086994613307041e-04
-5.343502742056749355e-04
-1.057064584605527102e-03
1.462355276871107890e-04
-8.272180750377167158e-04
-1.060487204540550010e-04
-9.411571244166694328e-04
2.335528654342500232e-04
-1.850471813830356638e-03
4.892606350295203299e-04
2.088229608949720983e-04
-4.903170587440275341e-04
1.232913317201767001e-04
6.213461084270122115e-05
1.080457081483743309e-04
4.353843792381795197e-06
9.672997302478947290e-06
7.919331894936654237e-04
2.422220402742425449e-04
7.575997830988612236e-05
-1.036769264659564982e-03
1.077210097120362420e-03
1.618508255464501389e-03
6.992491241875065100e-05
-4.399772612655450388e-04
-8.374045088299642003e-04
-8.183983901290936558e-04
-2.670560842956692937e-04
9.025557659425587076e-05
8.086540102056893886e-04
1.296901902804847850e-03
1.055457880561938566e-03
-7.376031977757158131e-05
1.948445672078191748e-03
1.102147470042336153e-04
1.621720124955983167e-03
4.014424402964955618e-04
-3.680486840418328853e-04
1.648265370567836285e-03
1.654574281891418863e-03
-1.783014930008652854e-03
1.602757488683659304e-03
1.092861366640551779e-03
4.721379653147561584e-04
-1.063306293014321113e-06
6.851711799922277635e-04
-8.294160374686665449e-04
5.609496336060892929e-04
9.675545043557054470e-04
1.162103064675790165e-04
1.015142162270610271e-04
1.415482182867133787e-04
1.837076460867947958e-03
-5.150102370343745406e-04
-5.590199935956441379e-04
-8.418561808118951717e-04
1.532179477594652894e-04
4.823279755039600047e-04
2.171794825955863928e-04
3.589378140178567378e-04
-1.050634038685993588e-03
7.439872952346160417e-04
-2.800272719687413314e-04
-1.117407129570091584e-03
7.257328764049830738e-04
-2.857864544563160081e-04
1.775098657223139753e-03
-1.375611892040495832e-04
-5.240341624808131371e-04
1.109315119690590379e-03
-4.497901098461376534e-04
2.046645774438360377e-04
-2.279029043444458225e-03
5.801084381362731079e-04
-2.020614114515151272e-04
-3.423656613712466878e-04
5.155426315415212457e-04
-2.094183980299035852e-04
-6.558857692129382855e-04
-5.991055088963026520e-04
1.078461278797959721e-03
-1.199393578310115061e-03
-8.521305802953182962e-04
1.491526431760537008e-04
-5.377777073636291760e-04
-1.010005036479189044e-04
-6.097677213536822904e-04
-9.059427044431078713e-04
-6.986102635062607646e-04
-1.610031052391214246e-03
-3.653382128070425949e-04
-1.100026628830796938e-03
-7.416636751811367390e-04
6.722099598706066104e-04
-4.909772673507006857e-04
-3.836870011797444135e-05
1.189512816235360759e-04
-1.327112585240985965e-04
-9.050254515166056279e-04
-2.914251052452687674e-04
-1.943001197626248455e-04
-3.816305744108738907e-05
-4.348363831563339943e-04
1.278934685651211822e-03
1.134215386668024905e-03
-2.625166386338584346e-05
-2.055643198761725188e-04
5.310516032075440762e-05
5.494239287484603551e-04
-4.126150517791415950e-04
4.430506323669369806e-04
-9.581443180946003224e-04
1.833713195620312320e-05
2.316953105023777937e-04
5.194815352265180763e-04
1.122598672469443670e-04
-6.858258441648779069e-04
-1.755507213380802511e-03
8.985684699833740297e-04
-6.904397636078307698e-04
5.034720550489701907e-05
-9.185061331473676205e-05
-8.669788649124932078e-04
-2.484710075866036760e-03
2.501422361778082859e-04
-6.769442974685624392e-04
1.079579644306383202e-03
2.415601251701815499e-04
9.624675112236413810e-04
8.254253893926755126e-04
-7.833752284087669437e-04
-8.478996708289887607e-04
1.887956216326536207e-04
8.074757877736260525e-04
-1.527975650460033918e-03
7.397988496469221076e-04
-9.513554078071084774e-04
-6.134948899139125444e-05
-2.417454116130590691e-03
-5.486156622966920082e-04
9.188148847805166497e-05
2.990404230900356453e-04
-4.726509259656008766e-04
9.831086356542062532e-04
1.430493355495610075e-03
-1.857439553343276373e-05
7.045524434292627092e-04
4.132368109392992039e-04
-1.047889715779959374e-03
4.597447464489423652e-04
-1.177507210305961394e-04
2.971646276472839077e-05
-5.633513012275326304e-04
5.482982336064701201e-04
-1.834430036325773727e-03
-1.106170501385506100e-03
4.384332173128502319e-04
1.513840677731304041e-03
2.067810609394094001e-04
5.885248839412327015e-04
1.218751782666060990e-03
8.802386735995426648e-04
1.079425935544664483e-03
-3.196562686482717908e-04
3.224482013250984380e-04
-1.395922832567730865e-04
-8.866509680782730385e-04
5.148385464219806806e-04
3.876086245055976320e-04
6.360837591399270963e-04
-5.711483762671498710e-04
3.307493511293113642e-04
-8.799870267472975627e-05
-7.101447104955749268e-04
3.134487831200072350e-04
2.325207174729282400e-04
9.215781458515870384e-05
-1.426933516936346180e-03
-1.006151116049736061e-04
-3.286585425166244079e-05
5.746382070570543732e-04
-8.887103537265073072e-04
2.130608048840354485e-04
1.316628576699896414e-03
1.346013602934403863e-03
-5.141108898607527067e-04
-7.760458829912941781e-04
8.340988896942125308e-04
1.040220518400802874e-03
-7.537029471671452541e-04
