0,3400,4273,4545
1290,3400,4250,4529
900,3250,4310,4550
0,3520,4225,4580
0,3680,4272,4537
0,3440,4240,4612
0,3600,4120,4682
0,3430,4160,4550
0,3360,4160,4687
0,3390,4290,4614
0,3430,4227,4548
0,3360,4293,4616
0,3430,4346,4519
0,3390,4330,4542
0,3460,4340,4528
0,3410,4308,4594
0,3430,4308,4590
0,3390,4229,4607
0,3430,4370,4502
0,3390,4395,4522
0,3370,4366,4502
