100,2130,3604,3694
290,1980,3612,3712
650,2040,3598,3713
190,2110,3596,3700
190,2130,3433,3574
330,2060,3450,3585
450,2180,3550,3686
100,2230,3437,3720
100,2340,3451,3720
200,2300,3644,3835
280,2300,3618,3752
380,2430,3560,3736
310,2250,3640,3736
290,2220,3640,3740
290,2300,3600,3676
950,2430,3633,3812
300,2160,3591,3767
300,2380,3609,3777
360,2270,3656,3709
920,2160,3686,3713
380,2300,3670,3729
