Date	Alpha	P0	h1	mv	T	gamma	offset
Sep04,2026+1-07-58PM	5.876781364771603	0.004505605462511776	-0.006711296563693417	0.0016990477616842551	2.2387599543522034	40.08738499005359	0.002287300495712611	2.7838956195531397
Sep04,2026+1-15-51PM	5.919150486844657	0.004516603242848155	-0.009385392102358947	0.0024899145849142305	2.237684123730989	40.319683270608124	0.0022873004957030363	2.7906119925632202
Sep04,2026+1-57-42PM	5.86796776693906	0.004531666425404111	-0.0053867609621702	0.0013755775049136365	2.2377986340645726	41.33142465206886	0.002287300495704294	2.799216987343144
Sep04,2026+10-00-19AM	5.902300881756774	0.004501518327229218	-0.007864086352740766	0.0018913968743949274	2.3022492185843793	39.43554082000527	0.0022873004957022934	2.782735343422354
Sep04,2026+10-08-44AM	5.897080611343911	0.004500804961296392	-0.009739537914806855	0.0018479428931651725	2.302919911261492	39.4836478000042	0.0022873004957017157	2.789323741931677
Sep04,2026+11-48-26AM	5.941762568376977	0.004493057444900911	-0.007261023091383134	0.0019155483116079872	2.3018853865104427	40.526681742758875	0.0022873005044676013	2.7751513035548316
Sep04,2026+11-56-10AM	5.910650369573795	0.004495996187147523	-0.006732244963199908	0.0017071699694624395	2.302583109939077	39.85807220318387	0.0022873005278980837	2.7776181482892013
Sep04,2026+12-07-47PM	5.933766523886587	0.004488349038646659	-0.01036537575745762	0.0021657706179846097	2.302009150303081	40.10519357202713	0.002287300495728136	2.779986471818337
Sep04,2026+12-16-43PM	5.898103409881544	0.0044903011720244575	-0.006516013067337351	0.0016344611158309941	2.2387046298697824	40.62103294964786	0.002287301859933156	2.774457765231125
Sep04,2026+12-25-00PM	5.908473198986694	0.0044979238664109395	-0.004700996423348775	0.0015712975282352617	2.2387977473691576	39.91256024055084	0.0022873004957014924	2.773790181991141
Sep04,2026+12-44-19PM	5.866978017457661	0.004503678711768995	-0.007471997061233009	0.0019227024739636915	2.239011400286873	39.964508730005555	0.0022873004957014377	2.782688534229061
Sep04,2026+12-52-05PM	5.867723168912106	0.004502458992133905	-0.0073503661249803235	0.002231990803553774	2.2384190101928194	40.01114993454393	0.0022873005017150214	2.7779264750054398
Sep04,2026+12-59-49PM	5.934281144751125	0.004495249105510153	-0.02180426600055977	0.006584598426386556	1.3027283164472825	40.00549503063281	0.002287300495701557	2.788035913254959
Sep04,2026+2-05-38PM	5.85431511106226	0.004526181552128991	-0.007601393426977443	0.0017508315650230978	2.2380856687973356	40.315796008790436	0.002287300495710004	2.799022332158618
Sep04,2026+2-13-41PM	5.835340206607863	0.004522821027361116	-0.00737430103036562	0.0018055211080165925	2.052422131349145	41.436569523780804	0.002287302794553859	2.796388111436171
Sep04,2026+2-21-18PM	5.846318278345339	0.0045211720664488425	-0.009256140776427325	0.002332842495189033	2.052096377675735	39.94956080003184	0.002287300495701441	2.795949825863351
Sep04,2026+2-28-59PM	5.855536522525903	0.004519086421375756	-0.0064693565963253085	0.0016972817044865495	2.052900872535935	39.919517870052	0.0022873004957018202	2.7922988015686347
Sep04,2026+2-36-46PM	5.811974786163516	0.004526027236614596	-0.00815646121126586	0.0020703616456179967	2.0527874401415227	39.897538930004536	0.0022873004957017383	2.7981491250610233
Sep04,2026+2-45-05PM	5.822166178926182	0.004519007108302293	-0.006708222937702522	0.001713761703189827	2.0530362030135176	39.8721639300012	0.002287300495703664	2.7928422398828223
Sep04,2026+2-54-01PM	5.839965587110564	0.004518837143532542	-0.008353924485687126	0.002013613728367676	2.053217901088841	39.87359825002138	0.002287300495701417	2.79493187876457
Sep04,2026+3-05-36PM	5.858501866821541	0.004513826526014418	-0.008543886370408177	0.002177701191280883	2.0528181136328505	39.85473953021779	0.002287300495707399	2.7907456041431056
Sep04,2026+3-13-10PM	5.840849970480006	0.004507285414606286	-0.008417513302199175	0.0019968113724367583	2.0521010720585893	39.83928762000086	0.002287300495702068	2.788182154447987
Sep04,2026+3-26-05PM	5.787477776094639	0.004504432918343702	-0.006907598964453151	0.0017451196640773123	2.053252936132553	39.79563553003432	0.0022873004957076576	2.784162716694576
Sep04,2026+3-35-58PM	5.841629277257693	0.00450344747933458	-0.006177311927299941	0.001586204315011835	2.051927067328953	39.79342710000686	0.0022873004957014386	2.7828621909002536
Sep04,2026+3-50-55PM	5.845688605049143	0.004496893001549994	-0.008626589147815708	0.0020999403301990645	2.0520085269859965	39.83223737015438	0.002287300495703261	2.781370965104209
