Date	ColdT1	ColdT2	ColdT3	HotT1	HotT2	HotT3	456alph	456err	894alph	894err
Apr15,2026+1-18-12PM	22.131226	22.131472000000002	22.131197999999998	42.137406000000006	42.1579	42.154404	0.2149260546230234	0.0002533857242774066	11.27772898211524	0.01415159734193122	3	4
Apr15,2026+1-32-01PM	22.131834	22.131828000000002	22.131724000000002	42.161884	42.185055999999996	42.16984600000001	0.223799293056399	None	11.27800694159053	0.016084675263838524	3	4
Apr15,2026+2-01-24PM	22.133433999999998	22.132921999999997	22.133487999999996	42.236214	42.245808	42.212898	0.20975000860611526	0.0009302050357288751	11.381895193063846	0.007313208811411254	3	4
Apr15,2026+2-15-31PM	22.13397	22.134406000000002	22.134004	42.236448	42.221081999999996	42.20467	0.21227781049648686	0.0012233733949507102	11.254869499326773	0.007856292890864909	3	4
Apr15,2026+2-22-50PM	22.134284	22.133576	22.134446	42.26547	42.217265999999995	42.232064	0.20965595295757522	0.0003403226598135976	11.268239849782818	0.016055283736363283	3	4
Apr15,2026+3-41-12PM	22.135811999999998	22.136256	22.136701999999996	42.294864000000004	42.315281999999996	42.293376	0.21082142572990303	None	11.356006996300607	0.007948700011703228	3	4
Apr15,2026+3-48-58PM	22.13636	22.136804	22.137232	42.348372000000005	42.283814	42.335068	0.20782887615065038	None	11.17901583261386	0.0169661187951954	3	4
Apr15,2026+4-07-10PM	22.137190000000004	22.137815999999997	22.136734	42.340574000000004	42.33154	42.306050000000006	0.2163445887567621	0.0014397792707002994	11.261132483158208	0.007600503651985351	3	4
Apr15,2026+4-14-28PM	22.137534	22.137114	22.137048	42.34040999999999	42.361880000000006	42.33149	0.20418129180917455	0.00010350856679300199	11.280900687648332	0.01698663117487366	3	4
Apr15,2026+4-25-50PM	22.137435999999997	22.137331999999997	22.138260000000002	42.35765	42.327156	42.31579	0.2089275785754341	0.0013382039479534168	11.360011415584466	0.017023032129858593	3	4
Apr15,2026+4-33-42PM	22.13759	22.138066	22.137796	42.36111999999999	42.33739	42.32386	0.21837417470546838	0.0020253081751354656	11.383278606832532	0.0075632540096374915	3	4
Apr15,2026+5-38-18PM	22.142234000000002	22.141478	22.141707999999998	42.401014	42.445596	42.39878	0.20016741687539108	0.0011374824296061792	11.342415370079443	0.007263864975432379	3	4
Apr15,2026+5-45-30PM	22.141982000000002	22.142142	22.141842	42.446112	42.426094	42.425180000000005	0.19857204323922573	0.0005930051630286773	11.39938146708573	0.007387232524518194	3	4
Apr15,2026+6-03-04PM	22.142134000000002	22.143232000000005	22.142958	42.420078	42.448122	42.40034	0.20126611247812742	None	11.368089214830421	0.007271567442073056	3	4
